 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.20715646	0.04106567	0.0046004737	0.0045241355	0.035911273	0.08451779	0.62222415
g	0.01587546	0.9812522	0.0016510984	0.0011603889	4.070574e-05	1.9857207e-05	3.3553215e-07
e	0.9655417	0.0029763079	0.0018065333	0.0014258252	0.011437636	0.0153461555	0.001465804
n	8.551268e-05	0.9828774	0.014860606	0.0021007087	3.8078702e-05	2.7151715e-05	1.0506634e-05
i	0.052313782	0.9306296	0.016184546	0.00082393986	2.5586773e-05	1.9956913e-05	2.40273e-06
t	3.0130752e-06	0.9558423	0.041969854	0.0020850087	5.359437e-05	2.7685062e-05	1.8679844e-05
ò	0.00024477096	0.8943592	0.10261049	0.0026920622	4.863186e-05	3.2424115e-05	1.2511785e-05
r	0.010402701	0.28737867	0.65876853	0.017342018	0.005048625	0.010667833	0.010391604
u	0.0068265814	0.043028504	0.19770466	0.014651614	0.0033212153	0.016234003	0.7182334
e	2.953222e-10	0.0031642101	0.7165124	0.27252224	0.005792459	0.0007286152	0.0012801213
n	1.6114174e-10	0.001093323	0.15548171	0.82122296	0.019570429	0.0006518495	0.0019797154
è	2.399167e-06	0.004330265	0.48108688	0.50042176	0.011473999	0.002119401	0.0005652216
n	1.4459787e-05	0.0036300893	0.41675442	0.22200823	0.27993035	0.053499904	0.024162527
u	2.895051e-05	0.0006583609	0.09221349	0.503889	0.12445439	0.049706906	0.22904892
s	2.634175e-12	1.6538718e-06	0.00050797296	0.34222633	0.634068	0.012857889	0.010338144
s	8.894464e-07	0.00035673092	0.012622123	0.79714197	0.1518964	0.027533516	0.010448407
c	2.1014341e-06	0.0003136319	0.0011655495	0.10620618	0.77092844	0.018256934	0.103127144
e	9.699727e-06	0.0014880067	0.012762333	0.73494047	0.24849819	0.0011603365	0.0011409569
r	2.2924274e-10	2.026976e-05	0.00016172726	0.01734744	0.5521607	0.18840928	0.24190062
r	0.0003760494	0.029511385	0.00909047	0.094387956	0.41704744	0.386421	0.06316572
è	6.0988723e-06	0.0016752246	0.00074921176	0.012722221	0.25766456	0.46494806	0.2622346
t	4.1176027e-09	3.1188516e-05	0.00025259194	0.006679223	0.08558617	0.8469006	0.060550164
s	1.2833589e-09	6.930555e-06	6.918737e-05	0.017548794	0.53397065	0.21684504	0.23155938
u	4.532819e-09	5.237616e-06	1.8990382e-06	0.0007203292	0.59688014	0.06709155	0.33530086
m	1.088644e-11	8.232182e-09	9.1883365e-08	4.951484e-05	0.04210141	0.29543385	0.66241515
e	3.5243418e-06	8.952008e-06	3.2385207e-05	0.005586579	0.41101795	0.56592476	0.017425908
m	5.824668e-12	5.0362274e-08	1.0555887e-07	2.0630894e-05	0.0024752663	0.5427706	0.4547333
à	1.3593356e-05	0.00010438587	7.763264e-05	0.0036979197	0.08076892	0.90464497	0.010692565
i	4.0532133e-09	4.538302e-05	2.8832323e-05	0.0001566662	0.0014469903	0.88852096	0.109801196
</S>	1.1057968e-11	1.2058677e-08	1.7749754e-08	3.8197213e-06	0.0011626234	0.11074487	0.88808864
