 	non	ti	dimentichiamo	mai	</S>
e	0.9006259	0.018337913	0.0074357884	0.011170853	0.062429585
s	0.33619493	0.63753486	0.026015425	0.00025368453	1.0460042e-06
e	0.77586377	0.15024354	0.06810488	0.0056445906	0.00014323369
a	0.0024604867	0.9885161	0.008886889	0.00011627565	2.0135467e-05
l	0.00016959585	0.9887516	0.010930973	0.00012343479	2.4366002e-05
l	0.012330478	0.056305077	0.7963753	0.13394946	0.0010396725
i	0.040737193	0.934333	0.022812854	0.001015448	0.0011014352
m	1.5433179e-06	0.7505374	0.24038129	0.004805991	0.004273752
o	0.0028660493	0.3807467	0.5179051	0.09805399	0.00042816522
n	1.8902696e-07	0.2788486	0.66054785	0.039809488	0.020793961
ù	8.222809e-05	0.90952873	0.07862012	0.011401237	0.0003677119
m	9.971835e-06	0.09767632	0.26702464	0.5572903	0.07799879
e	4.055624e-05	0.9079997	0.0391296	0.03168053	0.021149661
m	5.7062643e-10	0.0007358937	0.07236161	0.64481056	0.28209192
à	7.8394105e-06	0.068358995	0.28452712	0.6377656	0.009340452
i	1.6638934e-07	0.005654468	0.019268023	0.85965085	0.115426525
</S>	2.334276e-10	3.2863663e-05	0.0051558423	0.2897154	0.70509595
