 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.4754642	0.026229812	0.00211696	0.0017922434	0.061909035	0.0007548685	0.0025687788	0.42916417
è	0.98915684	0.010717604	1.7394139e-05	1.4214416e-05	8.655706e-05	3.4612668e-07	4.4512916e-08	6.958694e-06
l	0.9924354	0.007539552	6.634802e-06	9.2306766e-07	7.511952e-06	3.5219728e-08	2.0199323e-07	9.764262e-06
o	0.0042488286	0.07233949	0.0025069357	0.0004977266	0.005618966	7.129051e-05	2.219149e-05	0.91469455
k	0.22485621	0.7698381	0.003904392	0.0003847315	0.0007224721	4.209766e-06	6.6504867e-06	0.00028322177
a	4.5354423e-05	0.10016361	0.23085745	0.06099652	0.5593228	0.022705426	0.0013872632	0.02452161
i	0.0007921834	0.8499873	0.10705345	0.024507254	0.009238763	0.00059760537	0.00030338258	0.0075201313
M	7.5534634e-05	0.15745248	0.7374099	0.077573664	0.0047918023	0.0060333353	0.0025407046	0.014122681
a	0.003005295	0.2536029	0.09284548	0.05136974	0.5876985	0.004720543	0.00023643019	0.0065210625
r	0.009163937	0.078630894	0.52239215	0.22665824	0.13018985	0.0131849535	0.0040220045	0.015757976
ì	0.84416276	0.06933003	0.031439055	0.025189841	0.02456379	0.0009405983	0.00020959003	0.004164375
a	0.00017932788	0.041147023	0.3567084	0.50345796	0.04225986	0.030254906	0.022760294	0.0032321778
è	3.999995e-07	0.0026219257	0.21544433	0.52438843	0.057575993	0.052984286	0.055056337	0.09192834
n	3.868023e-06	0.00031174097	0.34389874	0.25290436	0.019228905	0.10693031	0.2707651	0.0059569506
a	7.79232e-05	0.00016545404	0.009856101	0.1410602	0.6518177	0.062833905	0.046882033	0.08730664
r	5.3783786e-08	3.6872214e-06	0.0011934128	0.021801494	0.090287246	0.28977406	0.41060385	0.1863362
t	0.00015886399	0.0001390431	0.002734638	0.02914051	0.91857374	0.026723646	0.005198841	0.017330717
i	0.0019844472	0.0003370391	0.00020865136	0.0027495413	0.24950555	0.0047555044	0.009573026	0.7308862
à	4.3943316e-09	3.020019e-07	3.215692e-05	0.0006527582	0.0106494725	0.107967	0.44553426	0.43516406
v	1.383919e-07	8.602545e-07	7.1507624e-05	0.00045274856	0.0036152592	0.10677579	0.86761135	0.021472337
v	0.00010903334	0.0020207455	0.0011442506	0.007346743	0.670943	0.015443717	0.04036966	0.26262277
r	0.005824492	0.005705657	3.303009e-05	0.00038720266	0.09427159	0.00012740119	0.006285321	0.88736534
i	1.7942817e-06	0.00015644348	1.8730503e-05	0.00044508794	0.04608365	0.0016872565	0.015990455	0.93561655
</S>	6.318768e-09	4.3284512e-08	1.0377436e-07	1.878121e-06	0.00017902299	0.02351203	0.062173557	0.91413337
