 	la	mia	mia	mamma	mio	padre	mia	mamma	e	mio	padre	eh	non	sono	stati	mai	in	Grecia	</S>
e	0.8711839	0.0054073283	0.00058696355	0.0003147777	2.4960595e-05	0.003682452	0.00011562661	0.00022478402	3.1872245e-05	1.3480238e-05	0.005575813	0.0011606793	0.00011133773	0.00078942854	3.61567e-06	0.002257342	0.017051121	3.0274992e-05	0.09143432
d	0.37383407	0.5871689	0.022749037	0.0032335382	4.6141016e-05	0.012415129	2.4137793e-05	7.75258e-05	9.514648e-06	1.2859765e-06	0.00013099889	0.00022716753	9.1668376e-08	8.566139e-07	1.20611e-07	1.553248e-05	6.403578e-05	1.4838342e-08	2.0462332e-06
i	0.4337845	0.0924045	0.023931252	0.014575349	0.003763993	0.12739982	0.0050355503	0.00800112	0.003206002	0.0020944055	0.04409704	0.011654004	0.00082630984	0.0026489566	0.0009492681	0.02224839	0.19753802	0.0007990838	0.0050424268
k	0.02804654	0.9490489	0.021699492	0.0009972773	1.1885265e-05	0.00017419607	3.0401463e-06	7.0645688e-06	1.4235867e-06	1.9142071e-07	3.7815246e-06	4.215499e-06	4.1438827e-08	1.3470607e-07	8.710687e-09	3.5748116e-07	9.20513e-07	2.3180555e-09	4.7364296e-07
ì	0.59842455	0.3325759	0.030303502	0.00851402	0.0006376474	0.019401403	0.0007625159	0.0015188161	0.00030601458	0.00013919068	0.0029250146	0.0001710459	2.6460682e-05	0.00010667144	1.8974546e-05	0.0017453504	0.0022514286	1.7283575e-05	0.00015417617
m	0.0035384067	0.8834961	0.10502752	0.0059228092	0.00048278595	0.0012299923	7.366364e-05	7.011085e-05	1.5389138e-05	1.0909152e-05	6.8202105e-05	1.6081112e-05	6.198698e-06	7.0971837e-06	1.7906966e-06	6.8891595e-06	9.646611e-06	1.1916491e-06	1.5129428e-05
m	0.12394599	0.44082376	0.18572874	0.038576152	0.0048258835	0.009185512	0.0025586786	0.0036774797	0.0010312139	0.0011688422	0.0053616967	0.00011233599	0.000101715195	0.00022981729	6.49707e-05	0.0009860173	0.0015410262	0.00011478236	0.17996542
u	0.22594006	0.23086219	0.05689807	0.017756322	0.0013880078	0.0137126865	0.0016952377	0.001885293	0.0006854662	0.0006187996	0.0015119081	0.00075386197	0.00014409437	0.000105923864	4.3717623e-06	0.00012780062	0.00065547926	4.275014e-06	0.4452501
e	5.754417e-07	0.026234137	0.8064797	0.15178187	0.006635271	0.004728934	0.0023097019	0.0012993782	0.00024699088	7.6064214e-05	9.010548e-05	4.804077e-05	3.8208775e-05	8.861057e-06	1.8896502e-07	3.2419864e-06	4.8146417e-06	2.041743e-08	1.3979593e-05
m	2.119442e-06	0.0021399013	0.59035516	0.35220447	0.040009115	0.0048546516	0.005509365	0.0019299396	0.0016419643	0.0006073786	0.00012276793	0.00042665706	0.000116031224	2.7200045e-05	2.7268884e-06	1.1325417e-05	1.8388804e-05	1.1182854e-07	2.070816e-05
