 	non	aveva	da	stare	</S>
e	0.9161366	0.06780531	0.0044117416	0.0003350815	0.011311234
n	0.9795461	0.015252515	0.0043846862	0.0008087485	7.976144e-06
ì	0.34616014	0.5049232	0.1384595	0.010394564	6.259145e-05
c	0.010909214	0.974014	0.014942624	0.000110168534	2.3942694e-05
h	0.024897011	0.882612	0.08768308	0.0010556764	0.003752306
e	0.00055431505	0.81940085	0.13558109	0.00090033485	0.043563414
n	2.1351315e-07	0.12924942	0.8243635	0.03548356	0.01090321
a	1.3518044e-06	0.014504392	0.94489866	0.040004298	0.00059130555
s	4.6801634e-09	0.0019017332	0.16156834	0.8027037	0.033826217
t	1.0591535e-05	0.008697097	0.4329283	0.55562514	0.0027389308
a	1.12959315e-05	0.010203142	0.8297082	0.14499035	0.015086962
s	3.6831158e-10	3.5058358e-05	0.01921968	0.87372726	0.10701797
ì	8.094421e-06	0.0008228439	0.114541665	0.865721	0.018906353
</S>	7.956363e-08	7.995792e-05	0.0040116934	0.19432862	0.80157965
