 	avete	cucinato	le	verdure	</S>
m	0.85770535	0.022901978	0.019146154	0.00034896325	0.099897504
a	0.6509315	0.12208374	0.21226053	0.0055851843	0.009139066
r	0.2639905	0.6774698	0.056869257	1.0953976e-06	0.0016692858
è	0.37636518	0.5454277	0.07792063	6.4688993e-06	0.00028009788
t	0.021582723	0.84143704	0.06581172	0.0073883263	0.06378025
s	0.05325754	0.3359708	0.5331532	0.0030199608	0.07459857
a	0.01039067	0.25001836	0.6045841	0.00013160246	0.13487525
t	1.7970795e-05	0.09833816	0.31436878	0.002795363	0.58447975
o	0.0007113787	0.18077946	0.81300676	7.972444e-05	0.005422692
t	6.2156874e-07	0.018021187	0.3273127	0.017424399	0.63724107
a	0.000104988074	0.24104813	0.7551817	0.0008470024	0.0028181172
l	2.6198906e-08	0.0012690646	0.30546084	0.025332555	0.66793746
à	0.04278946	0.12111289	0.83338225	0.0019198671	0.0007955666
c	3.713294e-05	0.010952119	0.1275418	0.7041254	0.1573435
h	0.6920314	0.1709001	0.13343325	2.6207246e-05	0.0036089993
a	0.0001962719	0.004476271	0.9860762	3.7277896e-05	0.0092140315
n	1.7729299e-08	9.626448e-05	0.17611082	0.26555902	0.5582339
a	0.00015994941	0.0023671759	0.8509672	0.08157446	0.06493112
</S>	2.7862581e-09	1.8503565e-06	0.0012340418	0.024485592	0.9742785
