 	i	bambini	non	si	vestono	da	soli	</S>
t	0.16831194	0.20099808	0.0029746538	0.00038495008	0.0027187234	0.028221115	0.002273105	0.59411746
a	0.8864288	0.11350525	4.8924256e-05	2.258583e-06	1.308225e-06	1.2281489e-05	1.7683132e-07	1.0095287e-06
p	0.016693858	0.9756958	0.007469345	6.6951805e-05	3.843987e-06	6.575509e-05	1.7942256e-07	4.2949773e-06
e	0.96252537	0.032954156	0.0011157022	6.192198e-05	0.0002573391	0.0023558517	0.00010213511	0.000627446
t	0.00056238146	0.36225447	0.62090915	0.013799231	0.000294091	0.0014056682	6.0338894e-05	0.0007146606
ì	0.00010789566	0.97348535	0.02403413	0.0022213059	9.068932e-05	4.772437e-05	4.095076e-06	8.848763e-06
a	3.0321964e-05	0.0020067655	0.9683211	0.02511285	0.0027677284	0.000775843	0.00020276186	0.00078256626
e	3.4843466e-09	4.4039134e-05	0.6785594	0.31944376	0.0007722849	0.0005898322	9.801381e-05	0.0004926205
n	1.5451391e-08	3.2036693e-05	0.17196941	0.82282573	0.0036181773	0.00083730504	0.00029578476	0.00042144666
i	3.7169197e-05	0.008698347	0.123647556	0.42135632	0.42766318	0.010657951	0.0047200006	0.0032194608
n	6.1206893e-09	1.721894e-06	0.05233784	0.65684974	0.2784674	0.009404263	0.0013635536	0.00157546
d	4.8534286e-05	0.0021002505	0.016069237	0.09251746	0.8780525	0.008896855	0.0019462386	0.00036890362
ì	0.13182455	0.7231444	0.010201315	0.0025643867	0.11211711	0.007892237	0.00075586163	0.011500141
n	4.65211e-06	0.00010771172	0.010121823	0.050312642	0.9057047	0.015609652	0.009539609	0.008599124
n	1.4389805e-06	0.00052350893	0.0073262244	0.030657236	0.3909159	0.16353269	0.05015441	0.3568886
o	3.4853923e-07	0.0016737552	0.00092886074	0.007706073	0.053602338	0.24899262	0.032195337	0.65490067
t	5.7757212e-11	2.5478565e-07	1.24163025e-05	0.007933047	0.16561332	0.5184217	0.09176634	0.21625291
t	8.978554e-08	7.300393e-05	0.000116287185	0.012461905	0.4509011	0.43609178	0.07553863	0.024817258
e	2.3886294e-05	0.037705228	0.004023759	0.0048933267	0.24990667	0.4740026	0.08194898	0.14749546
m	2.36874e-11	4.1728054e-08	2.0629225e-06	0.00054053136	0.072047934	0.6727192	0.16222702	0.09246317
a	0.000104040184	0.00025476323	9.346109e-05	0.00033659695	0.4021969	0.5611135	0.020810599	0.015090093
n	7.783374e-12	1.1020323e-08	6.0199346e-07	2.4129105e-05	0.0068494985	0.512226	0.32004112	0.16085866
e	2.4380604e-06	0.00012676629	3.993843e-06	4.2610543e-05	0.021082142	0.5091505	0.45285377	0.016737755
c	4.345788e-12	2.7128355e-09	1.1793921e-07	8.789215e-06	0.0003983861	0.10784944	0.7841352	0.10760801
h	0.22345386	0.03071253	0.0074003804	0.0022882202	0.5393748	0.14485335	0.007642039	0.044274796
à	4.8022208e-05	0.07458467	0.00080798415	0.0007673353	0.014781295	0.64789045	0.15524477	0.105875485
t	4.201814e-08	3.988139e-06	4.4929766e-05	7.7057004e-05	0.01219359	0.4008129	0.2854601	0.3014074
u	4.7644627e-10	1.5295573e-06	6.7230726e-06	3.4590834e-05	0.0074561634	0.9043421	0.040312964	0.047845945
</S>	9.735002e-12	3.6512528e-08	1.0683262e-08	1.456341e-07	2.7024287e-06	0.015733039	0.21477143	0.76949257
