 	vado	trovando	un	forno	che	fa	pane	buon	e	non	so	dove	è	</S>
i	0.94850534	0.0040008887	0.00038928454	2.711264e-05	2.928337e-05	4.592007e-05	0.00013148136	0.00030260516	7.4495336e-05	0.0001043125	0.00044670078	0.0013657819	0.0006555615	0.043921184
p	0.99161935	0.006325212	0.0019791934	1.757439e-05	9.979874e-06	4.093018e-06	2.9380888e-05	1.2917953e-06	3.7488812e-07	3.2469924e-07	8.8505243e-07	1.1809267e-05	2.1886244e-07	2.8591143e-07
à	0.99509156	0.0009646178	0.0008382192	0.0002630969	0.00017775393	0.00017161203	0.00022628368	0.00019442927	0.00012977312	0.0001915453	0.00044459442	0.0009934691	0.00015742885	0.0001556985
o	0.75410765	0.2456439	0.0002382125	3.962633e-06	3.8041296e-07	2.9564637e-07	7.538983e-07	3.2958124e-07	6.579779e-08	6.406124e-08	1.682354e-07	1.0896815e-06	2.4819752e-07	2.9230441e-06
v	0.0015861592	0.9961408	0.0022110096	5.358873e-05	4.3776968e-06	1.2195579e-06	2.0443201e-06	1.7333107e-07	5.971237e-08	3.7149306e-08	5.3964467e-08	4.7177465e-07	2.249685e-08	8.6337e-08
r	0.84943414	0.06301993	0.040785104	0.020158852	0.002739103	0.0022816749	0.0008941382	0.0011316043	0.00073923625	0.0016483112	0.0042589633	0.009876945	0.0012345286	0.0017975293
ì	0.3137373	0.6828385	0.0028863566	0.00015736655	2.6704198e-05	2.204716e-05	4.1395056e-06	1.0378717e-05	3.8905973e-06	6.6619305e-06	1.3665366e-05	3.3656175e-05	1.3151659e-05	0.00024607408
s	0.00012616435	0.95466655	0.038158756	0.006871468	8.651465e-05	5.1670013e-05	1.3745904e-05	7.09392e-06	1.8933587e-06	1.5774244e-06	1.3483087e-06	6.5337545e-06	2.573966e-06	4.0236787e-06
k	0.08875399	0.7514742	0.10117539	0.0015659505	0.0012211904	0.0008938414	6.191398e-05	0.00029155493	8.6057815e-05	0.00032510326	0.00047836464	0.0007237578	0.0010667332	0.051881965
o	0.7425435	0.119509004	0.017397674	0.00011753378	0.0008447499	0.0003896587	9.210344e-05	9.743399e-05	3.1307343e-05	6.9433205e-05	5.8526308e-05	5.5410645e-05	3.581902e-05	0.11875779
n	7.578976e-08	0.33494577	0.6486579	0.004862244	0.008684576	0.00246317	0.00026995904	6.579346e-05	1.681766e-05	5.98546e-06	3.0051783e-06	1.6757287e-05	7.4262954e-07	7.1762324e-06
t	3.409802e-05	0.7267671	0.2677412	0.0017023219	0.0027200796	0.00078174064	6.986032e-05	5.610683e-05	3.0893283e-05	4.570214e-05	2.1906242e-05	1.4066292e-05	4.0436116e-06	1.095039e-05
a	5.19676e-05	0.6663539	0.2927694	0.00035747935	0.028245667	0.008057232	0.0018031156	0.0008007586	0.00046098384	0.00034841284	0.00026219332	0.00016269492	2.6353484e-05	0.00029983206
n	4.75282e-08	0.026726272	0.579353	0.17482485	0.1870951	0.016105719	0.014877716	0.00036888302	0.00033116655	7.1227245e-05	4.9772738e-05	0.00013584607	4.2585975e-06	5.6272354e-05
a	4.26077e-05	0.34286603	0.56671935	0.065636754	0.020920318	0.0030141408	0.00040749754	8.431748e-05	7.564379e-05	0.0001264568	5.589919e-05	3.128414e-05	1.3459081e-05	6.2677686e-06
f	2.5627282e-08	0.0038655642	0.037538044	0.67643785	0.21931691	0.034769118	0.026433297	0.0008282789	0.00040988802	0.00011406471	6.257172e-05	0.00015505803	1.8233233e-05	5.1111063e-05
u	0.009047101	0.019523354	0.27778915	0.28051925	0.08372026	0.06867817	0.031241251	0.020211753	0.007976387	0.017600385	0.049274065	0.10707214	0.01871875	0.008627996
r	1.8066904e-08	0.024246722	0.17033559	0.2268681	0.42901212	0.13129461	0.016273387	0.001402912	0.00026125758	7.308857e-05	3.2251493e-05	0.0001474407	1.1206123e-05	4.1317144e-05
n	0.0023625297	0.02631992	0.45730054	0.12278429	0.26897958	0.0991569	0.010722189	0.002474955	0.0012936253	0.0031140503	0.0024158505	0.0019522106	0.0007324215	0.00039105717
o	2.8113323e-06	0.016509738	0.12758961	0.12656586	0.42701903	0.27606323	0.014563639	0.0073814993	0.0017460664	0.0013472947	0.00037219393	0.00030726695	0.00028667017	0.00024506584
k	3.1375944e-10	7.951083e-06	0.00069260754	0.03366291	0.6514888	0.14749731	0.1622277	0.002749669	0.001359829	0.0001835371	5.962067e-05	5.1447623e-05	5.1747074e-06	1.3454438e-05
a	0.0006225014	0.000108885004	0.040447656	0.1877638	0.28699914	0.26232827	0.09916186	0.029284375	0.008962097	0.015995104	0.026245663	0.032074522	0.008101695	0.001904391
k	7.570535e-10	0.00012036442	0.0034026129	0.012403382	0.3664872	0.53047216	0.072074376	0.012760358	0.0017200595	0.00028797158	6.970179e-05	0.00014729169	1.6740716e-05	3.7783862e-05
à	0.0024567149	0.0015788676	0.062711746	0.03665934	0.34260648	0.40755466	0.09560251	0.01879345	0.0060004885	0.010973203	0.0075553055	0.004514752	0.0022351006	0.00075733796
n	1.1578324e-07	0.00012312875	0.0010783939	0.034285624	0.1743322	0.6800756	0.058630567	0.041401524	0.0051328945	0.0024900981	0.0004937514	0.0003879115	0.0013434135	0.00022477224
n	2.1747976e-06	5.7114627e-05	0.00021045942	0.0037203461	0.07220434	0.27225572	0.36932713	0.16743088	0.027749987	0.018539794	0.013276969	0.0034434758	0.032246456	0.019535124
i	1.2067788e-07	7.838773e-06	2.9177143e-05	0.00016619034	0.0559957	0.2475965	0.5638908	0.08832685	0.027316105	0.0047695977	0.0051826127	0.0029808506	0.001434407	0.002303302
t	3.7910147e-11	1.6927439e-07	3.4062194e-07	1.8682493e-05	0.017175082	0.0672071	0.8261701	0.029632397	0.05640622	0.0018402026	0.0012846065	0.00017075546	2.1367436e-05	7.3048024e-05
o	2.4598526e-07	5.2243086e-06	4.3710323e-05	0.0006606675	0.14921418	0.29596853	0.36759272	0.0851614	0.06244386	0.021569697	0.013775028	0.0013234965	0.001863611	0.00037766944
t	1.2443494e-09	3.0918147e-06	1.4292685e-05	0.0011937745	0.022088474	0.08775327	0.31406912	0.13666235	0.3652962	0.049041	0.019761223	0.002906614	0.0005136446	0.00069691904
s	8.790445e-08	1.622408e-05	0.000120000965	0.00086593477	0.077982835	0.30274838	0.18848014	0.19937366	0.14593655	0.059512787	0.019948335	0.0013979358	0.003380344	0.00023673159
o	5.027919e-05	0.011041447	0.009537964	0.00021813008	0.040604174	0.091004655	0.22940813	0.24941714	0.22702873	0.074094154	0.04629199	0.008089663	0.0033794027	0.009834154
m	4.4497985e-11	3.6538003e-07	1.3318896e-06	4.8356265e-05	0.022908282	0.099575624	0.63743174	0.08398866	0.14486705	0.007452303	0.0030361812	0.00060426	4.5129516e-05	4.0733812e-05
ì	0.004988197	9.300546e-06	0.000114278075	0.0014357199	0.007734536	0.060282517	0.20507805	0.19031191	0.16976099	0.17846076	0.13645555	0.027471986	0.01675561	0.0011406515
k	4.044786e-09	1.2009018e-06	4.3289956e-06	8.791879e-05	0.0029935732	0.12582657	0.109738454	0.5325531	0.17966169	0.033735726	0.0075667845	0.0034929062	0.003700815	0.00063694234
a	0.00019638172	4.307007e-05	5.114419e-05	5.0075636e-05	0.0015251627	0.027384304	0.39438257	0.4004088	0.086813144	0.04874692	0.024388196	0.0041658822	0.004714647	0.007129731
l	1.3230601e-11	7.9605815e-09	6.525159e-08	9.984931e-07	0.0008570848	0.012214722	0.19858347	0.17700446	0.48046547	0.054238956	0.0429395	0.02647657	0.0048760693	0.0023425843
ò	0.0010539714	1.7653811e-07	2.693306e-06	8.9571666e-05	0.0010752025	0.014195062	0.16143358	0.16880511	0.22110642	0.20176493	0.19090842	0.020098101	0.01511938	0.0043473565
c	7.724909e-09	1.3673305e-06	4.8777456e-06	4.30986e-05	0.00035232367	0.01415534	0.017426891	0.48487988	0.25929752	0.12230016	0.033488836	0.02415158	0.040025182	0.0038729212
e	0.6723793	0.018005716	0.19951864	0.038753357	0.020970063	0.0045712106	0.00081915647	0.00015175583	6.456157e-05	0.00016532146	0.00020066129	0.00028723862	0.00017081789	0.04394229
e	1.197415e-09	8.4924784e-07	2.4996086e-06	4.0401337e-06	0.0005961792	0.0102888495	0.06632846	0.24964038	0.33676952	0.088718064	0.08165541	0.137872	0.015171568	0.012952279
n	9.688122e-09	5.883885e-06	4.8407804e-07	3.419985e-07	0.00013979332	0.0013920072	0.017563878	0.07824365	0.5711106	0.10713447	0.16451702	0.038003895	0.004874478	0.01701352
i	0.00015100854	1.357028e-05	8.373002e-07	4.103875e-06	7.624396e-05	0.00047970697	0.0046873246	0.007873656	0.1522342	0.26641852	0.5201693	0.022549622	0.021986067	0.003355885
t	4.2170023e-09	3.457205e-06	1.1018469e-06	4.1847088e-05	0.00025997488	0.0010105872	0.0021554856	0.0064598247	0.11398767	0.20177639	0.45366275	0.10708697	0.088494666	0.02505937
s	1.6672597e-07	1.4622863e-06	9.1963153e-07	2.1937547e-05	0.0003490866	0.0015759548	0.0021170315	0.018329035	0.13865635	0.36151266	0.37739632	0.028338538	0.06941973	0.0022808504
è	7.887759e-05	0.0011612935	0.0011587419	0.00061855605	0.0076271333	0.013379875	0.020466512	0.046813555	0.09480652	0.22733462	0.36271152	0.09753302	0.1043746	0.021935167
r	1.09243885e-07	2.3784598e-06	1.4481707e-06	1.5039069e-05	5.7981742e-05	0.0011283976	0.0024064335	0.13673697	0.20044474	0.23992702	0.10853105	0.07618238	0.22195496	0.012611017
o	0.00011069134	2.0624037e-05	5.435319e-06	2.524748e-06	2.3067425e-05	0.00025808843	0.011985293	0.22118221	0.13552222	0.1917721	0.20631482	0.09347175	0.063805856	0.0755253
p	1.2088262e-10	1.17186145e-08	2.166681e-08	7.493918e-08	1.7445065e-05	6.110543e-05	0.0032705602	0.0065016123	0.07187651	0.03792086	0.13221566	0.4229486	0.11372939	0.21145818
u	0.0060681943	1.8193063e-07	2.5115887e-07	1.6573593e-06	6.6399284e-06	4.5115827e-05	0.001979073	0.0035540622	0.037679315	0.16510305	0.63424516	0.07949225	0.048932042	0.022893045
s	5.855501e-10	1.3975492e-07	2.3811957e-07	8.408109e-07	9.787943e-05	0.00033420138	0.0021984954	0.0050052414	0.039631102	0.049402386	0.13814487	0.3574923	0.23506609	0.17262626
t	0.00093930267	7.3487404e-06	1.7575188e-06	2.5631052e-06	1.7072522e-05	7.782849e-05	0.0016292549	0.004904918	0.031531237	0.1820021	0.49523345	0.12288583	0.13828932	0.022477988
è	1.9814335e-05	9.745148e-05	1.5746014e-05	1.0164036e-05	0.00049368746	0.0010575389	0.05293998	0.01654847	0.045994658	0.061953045	0.2495369	0.40557554	0.09864645	0.067110665
i	4.2013426e-08	8.032815e-07	3.3687482e-07	1.6004866e-06	1.3113787e-05	4.982193e-05	0.00044602054	0.0052213473	0.037701715	0.051898643	0.16686516	0.26373377	0.27088207	0.20318559
</S>	2.7774176e-08	4.688196e-06	3.7259522e-07	8.232097e-08	7.1715954e-06	2.4830777e-05	0.00015808296	0.0017806592	0.020273449	0.02237821	0.18124779	0.22236569	0.074802615	0.47695628
