 	io	non	ho	cosa	da	mangiare	</S>
e	0.9602754	0.006086925	0.00020749208	0.00031603963	0.0012292649	0.0022446853	0.0296401
v	0.98542714	0.014324178	0.00011951126	8.3347215e-05	4.4368244e-05	1.3603159e-06	4.2474312e-08
ò	0.4110867	0.48489523	0.0407122	0.012103239	0.03339637	0.01511163	0.0026947039
e	0.008219939	0.94326717	0.047568	0.00071261893	0.00016542511	3.585876e-05	3.099484e-05
n	0.00014594605	0.6475181	0.3375362	0.014138725	0.0005339531	6.248262e-05	6.46973e-05
è	8.975175e-05	0.228891	0.724611	0.04400035	0.002070817	0.0002695804	6.75458e-05
c	3.0396212e-05	0.08086644	0.86979586	0.040491004	0.005721621	0.002128243	0.0009664494
h	0.00022199517	0.14729485	0.045825727	0.39768234	0.060738973	0.005320811	0.34291533
o	1.0666058e-09	0.0003390784	0.005504665	0.091764234	0.010282676	0.0079558445	0.8841535
t	1.4598615e-10	2.7597896e-05	0.019430097	0.86953557	0.06289798	0.0079479255	0.040160887
i	2.4968543e-09	0.000114493865	0.013832129	0.8713417	0.092492	0.0025617399	0.019657942
è	4.919398e-10	1.9516133e-06	0.0011821627	0.51740485	0.26715568	0.11303995	0.10121541
n	1.16360226e-07	4.388274e-05	0.008999	0.20896251	0.20965019	0.5529025	0.019441834
a	1.2174378e-07	4.2344698e-05	0.0009816884	0.16929463	0.38932577	0.38950586	0.050849613
f	2.8164528e-11	2.0262435e-08	4.428911e-06	0.001490038	0.081704915	0.7455358	0.17126477
à	7.640916e-07	0.00014205078	0.00019782019	0.054628268	0.56802356	0.3603692	0.016638337
o	1.4299066e-07	8.2940474e-05	0.0009770046	0.0027081775	0.15294887	0.7809808	0.062302105
</S>	4.5929085e-12	1.9671205e-09	1.749745e-07	5.7803878e-05	0.0034689342	0.14131975	0.8551534
