 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.6930437	0.01114399	0.0046568946	0.004310116	0.00055359193	0.0010286287	0.0021528674	0.0026008168	0.0045239446	0.2759854
d	0.59417427	0.38285726	0.010043442	0.011995023	0.00017652259	0.0001692296	0.0005159162	5.8552105e-05	5.699165e-06	4.0672685e-06
r	0.52178097	0.30975115	0.06455322	0.04595948	0.0053368113	0.0077307955	0.01476266	0.015435606	0.0070190034	0.007670319
e	0.9813958	0.017980788	0.0005496787	6.300862e-05	1.0750158e-06	9.2372153e-07	2.0740235e-06	1.4985346e-06	3.4087887e-07	4.97998e-06
f	0.0107221175	0.9759998	0.011005409	0.0021046528	8.409937e-05	3.253396e-05	3.8350314e-05	6.4158176e-06	1.716974e-06	4.9104365e-06
f	0.10077699	0.7435526	0.12444784	0.021246135	0.0011923242	0.0012910708	0.0026415396	0.003835596	0.0008211016	0.00019474768
ì	0.99950135	0.00024712214	0.00012656032	2.7445187e-05	6.949154e-07	2.784056e-07	3.5425003e-07	7.6297e-07	2.8018326e-07	9.514578e-05
m	0.0012097806	0.7571199	0.23907444	0.0023191099	0.00013502127	2.4698698e-05	2.4787825e-05	1.5806818e-05	1.7805554e-05	5.8646343e-05
m	0.0044426145	0.13613218	0.6050963	0.07143296	0.0028973697	0.00064019696	0.00090299634	0.0021371404	0.0011861945	0.17513211
u	0.006254002	0.029715724	0.079987355	0.15020412	0.0036898963	0.0011830945	0.00068964815	0.00017375548	0.0001335323	0.7279689
f	1.9613829e-07	0.031068578	0.7264012	0.2357898	0.006037727	0.000438105	0.000105591105	1.578195e-05	1.1359715e-05	0.00013168875
ù	0.0003397988	0.08505437	0.7226161	0.17968795	0.0047788704	0.0012110252	0.00097591686	0.0021127383	0.0005453991	0.002677858
e	1.0406676e-06	0.0072674295	0.834613	0.15262851	0.004485541	0.00026751432	0.00012242408	9.0133166e-05	0.00015475397	0.00036970424
p	1.4325623e-09	3.5488807e-05	0.030494433	0.8841336	0.08019531	0.00447248	0.00050935603	3.973076e-05	2.3776121e-05	9.58813e-05
p	4.8600505e-05	0.0010456344	0.12624295	0.8263576	0.025249261	0.007659731	0.0033612873	0.005270873	0.001226198	0.003537776
