 	la	casa	la	costruirono	i	muratori	</S>
o	0.6205637	0.01955654	0.0028684093	0.048301127	0.0073613753	0.014245121	0.28710374
s	0.1083228	0.8841146	0.0064227018	0.0011209281	1.6254276e-05	1.4703257e-06	1.1259002e-06
p	0.60002726	0.37091318	0.010445781	0.018089617	0.00016184119	0.00030123204	6.1069455e-05
ì	0.9223984	0.075388946	0.0002590559	0.0017455425	1.4778265e-06	2.1257629e-05	0.00018539598
t	0.44846597	0.54406756	0.005953332	0.0010360738	0.00010200945	2.7565322e-05	0.00034744357
i	0.040880166	0.91941565	0.011602386	0.0014021874	0.00014256574	0.00084340235	0.025713746
o	0.0006218876	0.44238034	0.54648226	0.009301873	7.196264e-05	9.4600495e-05	0.0010470432
f	0.00021417154	0.02636645	0.96968544	0.0028477148	0.00013211083	0.00013731523	0.00061681785
a	6.108126e-05	0.01915412	0.08186897	0.8522648	0.013065423	0.027563762	0.006021767
b	1.5530035e-06	0.0009957828	0.57667834	0.41719458	0.00023932462	0.00054827495	0.004342177
b	0.005979065	0.10399173	0.3964387	0.47652084	0.0017509995	0.013094085	0.0022245862
r	0.24819294	0.74657255	0.002561338	0.0021247447	1.0049555e-06	2.0669737e-05	0.00052675797
i	5.171125e-05	0.0032705434	0.5422762	0.4476015	0.0016110926	0.00089852285	0.004290478
k	5.613867e-07	3.610344e-05	0.71067464	0.2666928	0.010337001	0.005381519	0.0068774377
è	0.00012396736	0.00044116893	0.043125458	0.91996014	0.011595703	0.023931846	0.0008216916
t	1.2578726e-06	0.00014972022	0.06599817	0.78406763	0.121070296	0.010258261	0.018454676
s	4.21115e-06	0.00010291434	0.0118825985	0.55624443	0.00611336	0.32245347	0.103198975
a	7.6272727e-06	0.0002129558	0.0015113817	0.89314127	0.0012088113	0.04471643	0.059201576
n	2.7106347e-08	1.2178922e-06	0.0025956824	0.05988942	0.25261128	0.39191505	0.2929873
e	0.0031449217	0.0001826034	0.018881915	0.05822967	0.33389938	0.53830445	0.047357004
e	1.905584e-08	2.1824273e-07	0.0010368666	0.001262637	0.4618847	0.42951217	0.10630336
f	2.111842e-07	4.5526087e-07	0.00032359414	0.00044769715	0.86330014	0.10933064	0.026597233
a	0.00021205562	0.0007024966	0.022928244	0.15157506	0.29509822	0.5188372	0.010646681
b	2.8471506e-08	1.9257825e-06	0.0010045148	0.004670343	0.11224955	0.6757162	0.20635743
b	0.0019422417	0.001830794	0.011251821	0.011456959	0.3258129	0.6419847	0.0057205856
r	0.3745048	0.49618343	0.033984836	0.024519105	0.003641032	0.064660154	0.002506684
i	9.540163e-06	0.00013107328	0.0007616745	0.0019685824	0.10747209	0.68319154	0.2064655
k	6.3100984e-08	8.614393e-08	6.0630814e-06	9.232892e-06	0.053066965	0.8513965	0.09552108
a	0.00022208116	3.726148e-05	0.00033089175	0.00052487286	0.3077438	0.68713087	0.0040101893
t	5.413959e-08	3.2989513e-07	4.011182e-05	1.6151404e-05	0.014158668	0.8251412	0.1606435
ù	0.00025920203	1.0720259e-05	2.7521311e-05	1.0576295e-05	0.0040142075	0.97859395	0.017083818
r	5.5216437e-06	1.2215991e-05	0.0001277597	8.167491e-06	0.22321591	0.51304615	0.26358432
i	0.00015471481	0.0016206483	0.0004579513	0.00022574874	0.5881953	0.3327156	0.07663003
</S>	2.1386093e-10	1.4403765e-08	1.1134487e-06	2.968636e-06	0.00065956137	0.3756231	0.62371325
