 	io	non	ho	niente	da	mangiare	</S>
e	0.9688357	0.005398717	0.00015126397	0.0009996417	0.0009891957	0.0016347793	0.021990621
v	0.9861313	0.01354403	8.723151e-05	0.00021642492	2.0414072e-05	6.300949e-07	2.1933928e-08
ò	0.41673025	0.4257527	0.027207961	0.09706489	0.021142554	0.010183946	0.0019177643
e	0.009229264	0.9473421	0.042866398	0.00048237643	4.9620532e-05	1.5695696e-05	1.4645786e-05
n	0.00011112921	0.5977024	0.39738327	0.0045349146	0.00020783064	3.0221636e-05	3.0315334e-05
è	7.790304e-05	0.23317294	0.7544468	0.010894276	0.0011744838	0.00018931333	4.42629e-05
c	2.5798752e-05	0.089484066	0.8724278	0.03534344	0.0014101986	0.0008511174	0.0004576289
h	0.00020839137	0.16841094	0.06350944	0.3439707	0.03160499	0.0032410678	0.38905448
o	7.1036305e-10	0.00034753582	0.0053203874	0.12195303	0.006038159	0.005767344	0.8605735
t	8.523928e-11	2.6270614e-05	0.020845676	0.9395237	0.020065308	0.003204304	0.016334664
ì	1.3739149e-09	8.9071094e-05	0.010717413	0.9462176	0.029834002	0.0015675422	0.011574332
p	1.1794153e-09	0.00014304633	0.029976021	0.47030947	0.1805989	0.2687264	0.050246097
o	2.9255412e-08	0.0023906375	0.02851105	0.43511426	0.10335485	0.026312241	0.4043169
t	6.809763e-12	9.8443266e-08	3.0273946e-05	0.13718963	0.5336904	0.09849282	0.23059678
i	4.365952e-10	1.2779958e-06	0.00016659722	0.38318336	0.49631917	0.019480638	0.10084891
n	9.599325e-11	5.890139e-08	1.2430919e-05	0.0054549803	0.1941985	0.52937806	0.27095598
a	2.415863e-07	8.826328e-06	0.0007642704	0.04496997	0.51387596	0.43060747	0.009773212
f	1.4043944e-10	3.5992088e-08	7.851258e-06	0.0008730345	0.04602041	0.88433546	0.06876314
à	8.501795e-05	0.001152185	0.0004751744	0.034985483	0.72755575	0.22707042	0.008675954
o	4.6613982e-07	0.00013215226	0.0011578853	0.0032873037	0.19164155	0.73250854	0.07127206
</S>	7.1760597e-12	2.352695e-09	2.1048332e-07	0.00017289838	0.010262107	0.21256079	0.777004
