 	tutto	il	cibo	vuole	girato	</S>
ò	0.98125666	0.00016678179	0.00018566397	0.00024298333	0.0017731029	0.016374823
l	0.9999914	8.556148e-06	2.1182577e-08	3.0119995e-09	9.730659e-10	9.90367e-10
o	6.3032334e-05	0.42546305	0.04732843	0.12655057	0.20566171	0.19493322
o	0.004527574	0.98230815	0.0070820334	0.0012898706	0.00041989362	0.0043725558
m	0.00046317038	0.98175424	0.012132929	0.0054536955	9.9015735e-05	9.689201e-05
a	9.410617e-09	0.025248516	0.38474077	0.044142433	0.41211346	0.1337548
r	0.0028351743	0.66980636	0.14229326	0.13548188	0.013596603	0.03598662
ì	0.009790666	0.71166694	0.10397671	0.12352351	0.036223207	0.014818933
o	9.188222e-05	0.054689415	0.83940476	0.07918402	0.01486523	0.011764693
t	7.352923e-08	0.0048353216	0.12414191	0.77112645	0.02416611	0.07573016
è	0.00017516372	0.0027297686	0.031492032	0.88485515	0.075191006	0.0055569
l	4.465971e-05	0.0014782412	0.31310618	0.22200683	0.3379916	0.12537248
i	7.457824e-07	0.015062183	0.7261004	0.06472191	0.061100397	0.1330144
v	1.9278609e-08	3.1121075e-05	0.0022972708	0.09936868	0.8217238	0.076579094
o	2.1328086e-07	0.00012549016	0.028134866	0.0853176	0.87818056	0.008241336
t	3.9219657e-08	1.8560533e-05	0.0004514892	0.024815727	0.86436296	0.11035119
i	8.974362e-05	2.886853e-05	0.00026088266	0.06269795	0.90107936	0.03584328
m	1.7827302e-08	2.2799097e-06	0.00014861273	0.009352856	0.8617796	0.12871668
m	1.075766e-06	0.00013519509	0.006799233	0.01849579	0.9722187	0.0023500288
è	6.212092e-05	0.046183098	0.004537259	0.07486735	0.866982	0.007368148
n	2.9178432e-06	0.0003642009	0.0018532682	0.01815149	0.8275088	0.15211937
o	1.3645894e-09	8.6482585e-05	0.0006238438	0.016602179	0.7534806	0.22920689
</S>	4.1857576e-11	6.4968404e-08	2.4168912e-07	0.00018995373	0.05873841	0.94107133
