 	il	ladro	poteva	entrare	da	qui	</S>
o	0.3467338	0.007733704	0.00021180479	0.0091510145	0.012357917	0.05977486	0.5640369
l	0.9890753	0.0022451046	0.0016133473	0.0020827285	0.004531874	0.00044606652	5.6349973e-06
à	0.029763743	0.046786506	0.001224909	0.22038588	0.10902182	0.53984684	0.052970283
d	0.03007883	0.94687873	0.021850659	0.00084647234	0.00022560639	5.998659e-05	5.9733407e-05
r	0.0018281456	0.13287047	0.009910511	0.016399259	0.023221772	0.028270599	0.7874993
o	0.028474865	0.004850255	0.0318074	0.0060754484	0.0018150405	0.0036084054	0.9233686
ì	0.00075400353	0.006747654	0.9652875	0.015299634	0.008555232	0.0013738897	0.0019822095
s	0.00014041948	0.004746084	0.9397293	0.048788607	0.005406832	0.0006310313	0.0005577878
o	0.0045116944	0.002079773	0.033598572	0.5008127	0.19033726	0.055125162	0.21353483
z	5.9809827e-07	4.38499e-06	0.6438997	0.14959334	0.17627883	0.014182669	0.016040493
e	3.1709017e-06	3.2006972e-06	0.0001143716	0.8534726	0.045258798	0.07941801	0.021729972
è	6.5124954e-07	1.5296858e-06	0.04165816	0.24527387	0.6354922	0.045566212	0.03200729
m	8.4310466e-07	1.9760522e-05	0.04730366	0.44027048	0.43931	0.04773167	0.025363628
b	1.2328836e-06	8.506946e-06	0.00055469427	0.5006084	0.41240135	0.034841757	0.05158404
i	3.3397184e-06	2.2049225e-07	0.00040221738	0.025746027	0.4115047	0.3204434	0.2419001
a	3.24794e-09	3.6828416e-09	0.00017851511	0.00091036153	0.42076874	0.41932762	0.1588147
p	5.127148e-07	3.6620693e-07	0.0027889812	0.00079798576	0.43865663	0.25661957	0.30113587
ò	2.0587631e-06	3.969509e-08	4.787994e-07	0.055928886	0.17306797	0.7446307	0.026369935
t	1.9497493e-06	7.9302645e-06	0.0004639179	0.004780013	0.15833154	0.7857772	0.05063746
t	3.196747e-07	3.6896637e-08	7.4903626e-05	0.0026235385	0.2707607	0.44514662	0.28139392
u	5.2538525e-07	8.597172e-09	4.262611e-05	3.5903962e-05	0.020585788	0.3120954	0.6672398
</S>	8.047693e-09	6.4569887e-09	2.0430049e-05	8.703201e-07	0.002385933	0.15115248	0.8464403
