 	li	vestono	i	genitori	</S>
t	0.15894552	0.3210313	0.0128421765	0.005150058	0.5020309
u	0.9995521	0.00033189927	0.00010408446	2.9938167e-06	8.920795e-06
s	0.9865328	0.010859765	0.0023745608	2.4457084e-05	0.00020843073
i	0.8316311	0.15223156	0.015060531	0.00073081144	0.0003458533
n	0.109896466	0.5205216	0.07731814	0.04500423	0.24725951
d	0.26546597	0.6762736	0.04952257	0.008256466	0.0004813353
ì	0.78561395	0.1960664	0.0078065624	0.00089267705	0.009620325
n	0.0011500553	0.89275825	0.0694737	0.00717842	0.029439745
n	0.0005978411	0.17817895	0.07019519	0.21155158	0.5394764
o	0.0012599608	0.046088215	0.010326153	0.17289382	0.7694319
n	2.5087883e-07	0.0025443041	0.15336445	0.34838426	0.49570668
e	0.0006959463	0.18302828	0.45892417	0.34449697	0.012854586
i	2.5852433e-08	0.0006884883	0.15992217	0.63668966	0.20269966
g	1.10182235e-07	0.00011999981	0.31072822	0.6286662	0.06048537
e	0.0008726847	0.21160409	0.7233252	0.055157218	0.009040729
n	4.792192e-07	0.00052671955	0.028128115	0.5059383	0.4654064
i	0.006314862	0.0123551395	0.39968675	0.569021	0.012622229
t	1.07779226e-08	1.1736421e-05	0.012485911	0.732343	0.25515935
ò	1.5787607e-05	4.9444396e-05	0.0060853623	0.9802689	0.013580604
r	0.0014262409	0.012621499	0.113721855	0.12556587	0.7466646
i	3.773371e-05	0.007912894	0.8153872	0.050396133	0.126266
</S>	5.826621e-09	1.0793838e-06	6.693902e-05	0.1400915	0.85984045
