 	non	aveva	dove	a	stare	</S>
e	0.8818156	0.08937239	0.0033902477	0.00059616996	0.0003117147	0.02451397
n	0.99081063	0.0057871733	0.0014180996	0.0013344141	0.00063189113	1.7685516e-05
ì	0.6438059	0.30624408	0.04256734	0.0053005824	0.0020547768	2.7320913e-05
c	0.0061069764	0.96630603	0.0274399	0.00011744794	2.1721935e-05	7.8490875e-06
h	0.06873937	0.5234912	0.024972662	0.34790447	0.0069555216	0.027936727
e	0.0015513255	0.628292	0.27088147	0.018641371	0.0012726651	0.07936116
p	8.398718e-07	0.11383163	0.7318985	0.13501942	0.011593659	0.0076558986
u	6.7230567e-06	0.0012473299	0.007338589	0.21640685	0.03295367	0.74204683
s	7.3599393e-09	0.0011926242	0.12507264	0.6955531	0.11470932	0.063472286
t	8.6734804e-07	0.0005774955	0.10735975	0.8667743	0.022990389	0.0022971525
a	6.991273e-07	0.000595668	0.7094047	0.23199981	0.046167314	0.011831746
t	1.2498652e-09	0.00011473288	0.0076695746	0.09904762	0.74017245	0.15299565
ì	7.960809e-08	4.8289887e-05	0.041439094	0.178747	0.7748117	0.004953829
</S>	6.013902e-08	2.161563e-05	9.197736e-05	0.007749918	0.068518825	0.9236176
