 	sul	muro	vuole	uno	specchio	</S>
s	0.89576966	0.031050995	0.004550332	0.0016603456	0.0008071427	0.06616148
t	0.70739347	0.07195895	0.21433757	0.0031344476	0.0006063096	0.0025691867
o	0.9362673	0.0012744636	0.052121583	4.672188e-06	3.339935e-06	0.010328532
t	0.0005392068	0.015527541	0.9806575	0.0010034709	3.44705e-05	0.0022377782
ì	0.044293564	0.14529099	0.8098697	0.00014940427	0.00015287685	0.0002433977
c	2.0662469e-07	0.7289697	0.21675564	0.011668258	0.0006871014	0.041919135
h	0.006315124	0.00015088722	0.008695105	0.9563804	0.0008087935	0.027649673
o	0.011001571	0.00275806	0.16668357	0.10526619	0.0031250413	0.71116555
t	1.2971187e-06	0.009373764	0.41909924	0.14580756	0.029369663	0.39634854
è	0.020494744	0.0065838294	0.9379613	0.01224313	0.008775413	0.013941563
l	9.020706e-09	0.0077194483	0.006700949	0.44099575	0.014343459	0.53024036
i	6.313445e-06	5.7485777e-06	0.012477154	0.9499834	0.0005469089	0.036980554
o	1.2636981e-08	2.495975e-05	0.00093879056	0.1484288	0.2871063	0.5635011
j	1.6638376e-07	1.9229851e-06	8.200325e-05	0.058862377	0.8640257	0.07702784
a	7.684088e-06	0.0011382097	0.004676376	0.9591871	0.017481769	0.017508939
l	7.6819845e-08	2.3075809e-07	2.3110122e-05	0.00072014186	0.095198534	0.9040579
ì	0.0010476573	0.0008422877	0.011676923	0.7727347	0.20902933	0.004669168
</S>	3.9127252e-07	0.0006523956	0.00097229	0.027224388	0.039192148	0.93195844
