 	non	deve	magniare	la	sera	</S>
e	0.92969805	0.018873844	0.0036674784	0.009534871	5.0376682e-05	0.03817524
n	0.9547392	0.03396605	0.011141622	0.00015220893	3.9468656e-08	1.0550345e-06
è	0.5333083	0.44248793	0.023574205	0.0006018928	3.1235734e-06	2.4511586e-05
n	0.24333096	0.74153984	0.014710968	0.00023400092	1.2059616e-05	0.00017222647
a	0.011583884	0.7988373	0.13677588	0.02594743	0.00089512847	0.02596024
f	4.2816362e-05	0.25418338	0.57675475	0.046842832	0.007120745	0.115055464
à	3.345737e-05	0.04673873	0.60233784	0.32559776	0.009233508	0.016058754
i	1.1037091e-05	0.032733064	0.7488557	0.10502931	0.024893869	0.08847699
t	4.310429e-09	0.0002591508	0.07075305	0.11321305	0.05497022	0.76080453
o	1.7169039e-07	0.00024068261	0.043987855	0.7227362	0.12493961	0.1080955
v	7.628988e-10	1.7187872e-06	0.004447746	0.034656793	0.66922855	0.29166517
r	1.2282972e-05	0.0032536818	0.22195734	0.7570371	0.011122255	0.0066173105
à	1.7725513e-05	0.00010679122	0.0055634733	0.41185918	0.16574444	0.41670838
i	5.769058e-07	0.00077223347	0.21959396	0.22307356	0.12168135	0.43487838
</S>	1.2123183e-10	1.3300138e-07	0.00033314145	0.019442758	0.034363285	0.94586074
