 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9627516	0.00063972024	0.00019562627	0.00056780275	0.0008905746	0.004788659	0.03016593
n	0.9984262	0.001573808	1.9122878e-08	1.5183331e-10	2.9278573e-11	1.0215342e-11	4.5606344e-12
a	0.9381871	0.045185074	0.0023059025	0.00031069064	0.0008446321	0.000461472	0.012705067
a	0.2588494	0.62369895	0.11062737	0.0059330612	0.0007463438	0.00010375742	4.1068117e-05
f	1.8125038e-05	0.19593784	0.7900928	0.013317636	0.0006083524	6.0536663e-06	1.9239136e-05
o	0.00034797587	0.015518539	0.03791826	0.22989869	0.1857051	0.39142588	0.13918558
r	2.5293514e-06	0.04113789	0.7302541	0.19324681	0.030493805	0.0005416937	0.0043230136
à	0.032664713	0.50019044	0.43040043	0.022282181	0.012309976	0.0006668658	0.0014853494
s	1.2770136e-05	0.008140423	0.7305301	0.218184	0.02579255	0.011368659	0.0059716767
o	1.0205781e-05	0.003011823	0.10654637	0.12814122	0.02606554	0.14443263	0.5917922
t	1.3907072e-11	9.2541654e-08	0.0075410474	0.9522115	0.029060327	0.0028592478	0.008327829
o	7.9483684e-08	6.487715e-06	0.075526536	0.84747845	0.055404536	0.0011974474	0.020386439
t	4.652437e-10	3.667821e-07	0.0013693759	0.75422853	0.20037596	0.007436993	0.036588866
s	3.560648e-07	2.8702847e-05	0.027959628	0.7416713	0.21614681	0.008721301	0.0054717404
o	5.062192e-05	0.0011948824	0.07965447	0.21052325	0.13242576	0.008857521	0.56729347
m	9.415813e-11	4.0035477e-08	0.00046787207	0.5747748	0.37831792	0.0160386	0.0304007
ì	9.1680515e-05	0.0003003054	0.0020975524	0.11694086	0.82631505	0.047078114	0.0071764416
p	5.7911977e-09	2.287957e-06	0.0009312418	0.042733423	0.8414068	0.05899974	0.05592654
à	1.6159899e-07	8.924826e-05	0.0032610914	0.059291657	0.42007837	0.36271295	0.15456653
s	6.541191e-10	1.191369e-06	0.00059600506	0.029415099	0.6730736	0.07449531	0.22241889
s	1.2432623e-09	2.3500045e-06	0.00036836969	0.061151907	0.5224995	0.10525728	0.31072062
i	2.8805923e-08	1.9024761e-06	2.5305268e-05	0.0029347555	0.34806788	0.17436141	0.4746087
n	2.3871405e-11	4.936023e-10	2.776814e-07	8.653667e-05	0.010393624	0.42150763	0.56801194
i	2.1161472e-05	5.2765718e-06	3.567052e-05	0.0003834668	0.2201383	0.63052076	0.14889532
m	3.895033e-11	1.953261e-09	1.3126959e-06	4.703288e-05	0.007972915	0.47352543	0.5184533
è	4.064188e-05	3.4102726e-05	0.00011366004	0.0033826272	0.34532484	0.62810963	0.02299448
r	2.3742333e-08	3.0912938e-06	8.057165e-05	0.00026131567	0.029465513	0.8446544	0.12553519
a	3.5881325e-09	5.759119e-06	0.0001496666	0.0016344737	0.048729803	0.9097178	0.039762456
</S>	7.511398e-12	3.410557e-10	8.168287e-08	5.040593e-06	0.00039780745	0.12784259	0.8717545
