 	si	è	rotta	la	coppa	</S>
e	0.8276899	0.08090286	0.00066938327	0.0028490587	0.05524878	0.032640032
g	0.3937402	0.5169821	0.0004945329	0.012329607	0.07633275	0.00012070518
l	1.2696816e-05	0.00016610377	4.7092294e-06	0.00011728092	0.9991374	0.0005618082
à	0.0034717382	0.018113073	0.0010058999	0.0027617093	0.9744418	0.00020573016
s	0.00040290056	0.5640981	0.336307	0.06344612	0.03370183	0.0020439944
t	0.00017272096	0.062233727	0.04279832	0.64882207	0.22443165	0.021541594
i	0.00014411556	0.035092384	0.05403773	0.3526743	0.38413233	0.17391913
e	2.9996108e-06	0.0018284837	0.8388419	0.119028695	0.0020682528	0.038229596
c	6.6669445e-06	0.0017488973	0.80669624	0.18946987	0.00043518905	0.0016431697
ò	3.3007817e-07	1.0561026e-05	5.0195496e-07	0.00018551934	0.9811705	0.018632567
p	8.369026e-06	0.0020852897	0.03587929	0.48606387	0.31510532	0.1608579
p	1.199111e-06	0.007731688	0.0113900835	0.2019531	0.75965726	0.019266592
a	2.4756707e-08	1.307918e-06	0.00045898408	0.009940508	0.97107095	0.018528203
</S>	1.1707936e-09	7.9865934e-08	0.00018977805	0.01116462	0.015789498	0.97285604
