 	mio	padre	ha	lavorato	sempre	</S>
o	0.4008723	0.004768048	0.0020181686	0.010271871	0.06581984	0.5162498
c	0.8049693	0.17814441	0.004295002	0.011170133	0.0014154859	5.6671643e-06
i	0.00022683281	0.06674957	0.0017846726	0.3464128	0.5525185	0.03230766
ù	0.32925576	0.35405502	0.22821109	0.07911205	0.009208061	0.00015801622
r	0.3113621	0.47820675	0.19983856	0.005406424	0.0034067028	0.001779531
i	0.00537953	0.89419234	0.013931998	0.0050552953	0.018144973	0.06329572
m	0.00017101412	0.32362255	0.5691728	0.08938109	0.008633778	0.009018771
m	0.0001485966	0.891729	0.029337319	0.021803068	0.055270057	0.0017119504
u	0.00031820327	0.99085534	0.00019053134	0.005920285	0.00028941006	0.0024263433
è	5.428011e-05	0.10535981	0.7250271	0.14820215	0.012806974	0.008549703
p	2.7159955e-05	0.0071936185	0.92746353	0.056950293	0.0056481916	0.002717195
o	8.132582e-05	0.46368876	0.10881185	0.21992916	0.14048992	0.06699894
l	2.3191095e-08	7.3967705e-05	0.011449785	0.9151529	0.045763884	0.027559385
e	2.1100686e-05	0.10596787	0.021751521	0.78370607	0.08339113	0.005162281
m	3.0057823e-08	2.4907065e-05	0.0029645227	0.81696266	0.13618428	0.04386358
i	6.3019994e-05	0.008904645	0.005886054	0.87341046	0.10970743	0.0020284744
m	3.0855666e-08	7.636437e-06	0.00086057844	0.45874766	0.45426783	0.08611626
m	9.72875e-05	0.0035951368	0.0025654135	0.7451656	0.24652854	0.0020479881
è	0.0032956435	0.54383594	0.0006493212	0.43100274	0.020096272	0.0011199968
n	1.4954151e-05	0.00048296605	0.0037741621	0.12790598	0.7598721	0.10794984
a	4.1154632e-07	0.00014042927	0.00013222112	0.24687615	0.5959281	0.15692268
p	2.1682109e-10	8.827903e-09	4.1215537e-07	0.011541858	0.55373794	0.43471974
à	4.2568963e-06	0.00032559354	3.2426928e-05	0.101658426	0.86381483	0.034164466
n	3.3676613e-07	1.4253403e-05	0.00010090761	0.0030425536	0.90987766	0.08696428
t	6.855231e-08	1.8037532e-05	2.424217e-05	0.08779061	0.7849851	0.12718184
a	5.0928247e-08	3.881891e-06	9.4975013e-07	0.007061597	0.52845687	0.46447662
</S>	8.752312e-10	6.7630594e-09	6.500737e-08	0.0002281434	0.087643124	0.9121286
