 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.22231707	0.026425682	0.0016470269	0.0005930702	0.0018866289	0.0049601	0.04711559	0.070346855	0.624708
g	0.024411056	0.97249687	0.0025532686	0.00012585259	0.00025297882	0.00013686492	1.2134578e-05	1.0545399e-05	3.301815e-07
e	0.97573674	0.002328251	0.0009981738	0.0003304796	0.0006084897	0.0013809304	0.009067827	0.008699894	0.0008492033
n	3.5925415e-05	0.9861093	0.012753719	0.0008746823	0.00019553248	2.658074e-05	1.5835427e-06	1.9133515e-06	7.8994503e-07
i	0.048074443	0.9394292	0.011220331	0.0010624484	0.0001659413	3.954803e-05	3.5250484e-06	3.9298066e-06	6.872977e-07
t	1.8082654e-06	0.93367106	0.062453087	0.0035811667	0.0002607794	2.632626e-05	2.1137942e-06	2.1346457e-06	1.4108555e-06
ò	0.00014201301	0.8958598	0.08695368	0.016222836	0.00076013844	5.323635e-05	3.192853e-06	3.4379855e-06	1.6936654e-06
r	0.003750081	0.23912388	0.65555537	0.09164023	0.005287224	0.0008677138	0.0005338399	0.0016410131	0.0016006022
u	0.017293988	0.0516668	0.11816801	0.024684558	0.0055277687	0.0013350456	0.0015787197	0.015853437	0.7638917
e	1.3051006e-10	0.001960824	0.791941	0.15535995	0.048458025	0.0020280743	0.0001015715	5.2765005e-05	9.7819444e-05
n	1.3175835e-10	0.0010779126	0.44764072	0.30557334	0.23038669	0.014367721	0.00059035816	0.00010836133	0.00025490063
è	2.7865945e-06	0.0029114233	0.21559212	0.53688055	0.23368773	0.010104437	0.00037543065	0.00034063205	0.000104915795
n	2.9767034e-06	0.00095705694	0.11235248	0.72958326	0.14141087	0.0079922825	0.003765537	0.0022955537	0.0016399536
u	4.7533107e-05	0.0005612358	0.030356636	0.20733276	0.43402857	0.045547895	0.009872529	0.023855481	0.24839735
s	1.1731043e-12	5.836476e-07	0.00028238085	0.018837826	0.73119235	0.2353542	0.013164468	0.00054202904	0.0006261375
a	1.0245473e-06	7.3667194e-05	0.0013618636	0.06558858	0.78897667	0.13334297	0.0056363144	0.003163557	0.0018554296
l	5.5960132e-12	4.440056e-07	0.00010249523	0.005013309	0.23148498	0.5806914	0.17736438	0.0033519045	0.001991113
l	0.0013648976	0.00038685318	0.004297496	0.021627784	0.17113425	0.23079863	0.48971412	0.06397005	0.01670596
i	0.011999419	0.02972011	0.011249735	0.009951087	0.21020344	0.3968134	0.27536532	0.006212716	0.04848471
m	5.867407e-11	8.762425e-06	0.00011125882	0.003453633	0.20155396	0.64719576	0.13062565	0.010482701	0.006568295
o	0.00014631983	0.0006057338	0.00022863215	0.0024175167	0.17479134	0.6979621	0.106309466	0.015571441	0.0019675174
n	1.6735206e-10	9.556824e-06	3.188365e-05	0.0004742452	0.041197147	0.5728723	0.3009458	0.057846818	0.026622342
ì	8.163254e-06	0.00080070266	0.00012269914	0.00182796	0.0484757	0.5629365	0.2554931	0.11514949	0.015185607
s	3.368153e-08	1.5278007e-05	4.8440088e-05	0.00028298705	0.004654646	0.08428236	0.24016237	0.62660325	0.043950733
o	1.5148717e-07	6.174205e-05	4.303221e-05	0.0002514924	0.019526958	0.33830017	0.41041622	0.12182671	0.10957346
m	4.1611397e-12	5.9255655e-08	1.5679139e-07	2.884396e-07	7.417147e-05	0.013762105	0.21404363	0.5331312	0.23898841
e	9.896028e-06	6.8249688e-06	4.625158e-06	1.0487286e-05	0.0030585157	0.32714248	0.518509	0.13333255	0.017925557
m	1.2553481e-11	2.8396775e-07	4.3176826e-07	5.077396e-07	5.3574273e-05	0.0040340913	0.035311516	0.65064514	0.30995443
a	2.9397113e-05	4.4962635e-05	1.4062138e-05	1.6733238e-05	0.002091564	0.16933247	0.42072293	0.3895725	0.018175406
i	1.908293e-11	4.2700532e-07	5.290386e-07	4.7383742e-07	3.09676e-05	0.0013732854	0.010947524	0.6782407	0.30940607
</S>	1.0497453e-10	1.18701685e-07	1.8653073e-07	4.1120106e-07	6.0573607e-06	0.00040643977	0.00859514	0.5123419	0.4786497
