 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.924515	0.005022169	0.00066849316	0.00032143565	8.880066e-05	0.0018411239	0.0007312612	0.0005253682	0.06628631
a	0.26834214	0.2652068	0.14786766	0.10354532	0.041735925	0.09708993	0.044828083	0.02942732	0.001956812
n	0.89996946	0.0999434	7.004518e-05	1.608865e-05	2.9095406e-07	5.9220514e-07	3.2575848e-08	1.9879252e-08	1.13749685e-07
o	0.20361166	0.79506874	0.0011596712	0.00014537312	8.13752e-06	5.153408e-06	9.723841e-07	2.168894e-07	2.207192e-07
n	0.96248585	0.036726534	0.0004797234	0.00028100298	2.3243825e-05	2.2612667e-06	5.8392794e-07	4.0283862e-07	3.3469988e-07
ì	0.2523935	0.73698777	0.008374226	0.0020372164	0.00015467833	3.4202356e-05	1.3180449e-05	4.716804e-06	4.3756867e-07
s	0.49891952	0.35309523	0.14292817	0.003739274	0.0005582999	0.00024240365	9.855654e-05	0.00024657976	0.0001719582
o	0.0014107074	0.9605728	0.017472278	0.002037312	0.00012827113	0.00028039602	0.00012502604	0.00029178188	0.017681394
n	0.0046666805	0.109513886	0.72836304	0.14453001	0.012145248	0.0004612503	8.66774e-05	3.1757245e-05	0.00020144375
t	0.0029780942	0.61539	0.2801111	0.096864484	0.004184418	0.0002474932	0.00013870394	5.39059e-05	3.173035e-05
a	0.0024868147	0.83784616	0.07590518	0.07998349	0.0020683305	0.00051308045	0.000104157225	4.1881856e-05	0.0010509306
t	0.00011560761	0.002866154	0.24265271	0.6567811	0.09558746	0.0009509655	0.00029380558	4.1207724e-05	0.0007110672
e	0.00035744594	0.04817545	0.2426033	0.686077	0.021696476	0.00059566053	0.0003283883	0.00011428854	5.202685e-05
s	6.625387e-06	4.454657e-05	0.031665888	0.73318565	0.22938277	0.004097976	0.0007178356	0.00013453541	0.00076414045
m	9.20979e-05	0.010361583	0.12932898	0.8250755	0.027759079	0.005114616	0.0013996918	0.0007936709	7.471158e-05
à	3.07954e-05	0.96820426	0.0062540313	0.02450985	0.00039432905	0.0003726077	1.6600125e-05	4.9114674e-06	0.00021254785
n	2.6972848e-05	0.00038207578	0.5388619	0.40523052	0.049160738	0.0034446379	0.00057593157	0.0015754068	0.00074182835
t	4.3366085e-06	0.0044767777	0.037343457	0.7895542	0.05385728	0.03431863	0.014764954	0.02988981	0.035790615
e	2.1127698e-06	0.007999388	0.0038590834	0.8487034	0.040585138	0.05084992	0.005343542	0.007393576	0.035263848
ì	5.2814364e-08	3.9409116e-07	0.00019348702	0.11979246	0.8689878	0.0060158875	0.002810962	0.00011444687	0.0020844191
t	2.7072483e-06	2.5205084e-06	0.00094857696	0.09660199	0.8876257	0.006651116	0.0055589965	0.001565117	0.0010432507
s	2.5007018e-06	8.773791e-06	0.0005622281	0.45732543	0.37060127	0.10461594	0.035491366	0.026216509	0.0051759477
e	3.279583e-05	0.036972232	0.0017529734	0.18525639	0.091874294	0.6018275	0.03960671	0.003985598	0.038691472
r	1.7477976e-08	9.5520356e-08	4.4244366e-06	0.011250414	0.8100746	0.09412793	0.07061592	0.0025035383	0.011423071
e	4.8021514e-07	0.00043887753	0.00013336372	0.020768205	0.2996284	0.35670507	0.26183793	0.052793268	0.0076944954
k	2.1478817e-08	7.054948e-08	4.1045914e-06	0.0029074675	0.2763396	0.23249695	0.41058156	0.029753618	0.04791657
a	4.7429555e-07	0.0002532532	0.0003631655	0.0082837595	0.06653168	0.5795424	0.24740957	0.08842035	0.00919532
n	2.1989887e-07	7.4272515e-07	5.16192e-06	0.0017288364	0.04931078	0.24991599	0.4394865	0.16849272	0.09105902
a	8.264149e-05	0.00040364094	6.239651e-06	0.0011210003	0.024856584	0.06503905	0.69471633	0.20050654	0.013267993
v	7.257319e-08	5.5911457e-08	9.632047e-07	6.0049177e-05	0.011026497	0.00885061	0.74945897	0.0777466	0.15285623
r	2.892868e-07	5.3223666e-05	2.7822005e-05	0.00048156542	0.012367899	0.1399887	0.5844228	0.25222424	0.010433407
è	0.0032420617	0.008251575	0.00023833066	0.0033018072	0.016351808	0.12862915	0.4556657	0.31376004	0.07055956
t	1.6261195e-07	4.691702e-07	2.640476e-06	3.6915964e-05	0.0012837936	0.011021571	0.30689153	0.6391562	0.041606575
s	1.3302572e-08	2.0145815e-06	9.21844e-07	0.00039451022	0.0066674505	0.15680924	0.64615905	0.05972429	0.13024256
i	9.158684e-08	0.00052011857	9.132113e-07	0.00016828965	0.00079997553	0.08132867	0.24628028	0.023568064	0.6473336
</S>	1.4575574e-08	1.1053359e-07	4.39788e-08	3.7427158e-06	8.90395e-05	0.0008544601	0.13918781	0.04915767	0.81070703
