 	non	ho	dove	d	andare	</S>
e	0.92640996	0.037508465	0.001858093	0.000249437	0.0044515515	0.029522326
n	0.97650427	0.018862018	0.0017342921	0.0010985903	0.0017988009	2.0598911e-06
è	0.46737546	0.4876394	0.042281333	0.0016631918	0.001034663	5.888864e-06
c	0.020005487	0.961103	0.018503416	0.00033489353	4.0852832e-05	1.2238178e-05
h	0.030485887	0.25670156	0.041926373	0.336867	0.23555127	0.098467864
o	0.0004912817	0.06948071	0.23464495	0.011718289	0.0064871856	0.67717755
p	4.8949423e-06	0.039319802	0.8259516	0.09789508	0.019923532	0.016905205
u	1.947518e-06	0.0005382329	0.0036152257	0.2459203	0.56425506	0.18566924
è	1.3584932e-07	0.00064690394	0.0950172	0.5277795	0.21597797	0.16057828
n	2.0816277e-07	0.0029131812	0.013620898	0.7176027	0.18288976	0.0829733
a	8.793907e-07	0.0023848307	0.065440886	0.57365775	0.26388025	0.09463532
p	1.9471631e-10	3.0448797e-07	9.6179014e-05	0.0057633575	0.656888	0.33725217
à	1.1727363e-07	1.3842197e-06	3.4124375e-06	0.03028609	0.952457	0.017252015
o	1.6952683e-07	0.00013288237	0.0005109544	0.026357612	0.8549964	0.11800205
</S>	1.1752807e-10	5.0912476e-08	1.2837464e-05	0.00012710775	0.13664797	0.863212
