 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.6732833	0.039289393	0.005333751	0.0016335284	0.00017579352	0.00024558837	0.00018218443	0.014222909	0.2656336
n	0.8485465	0.131112	0.008828609	0.010514557	0.00029449092	5.9979022e-05	3.0419205e-05	0.0006048549	8.608316e-06
è	0.88230497	0.11567529	0.0013519569	0.0005834906	2.0286992e-05	5.864805e-06	4.2599017e-06	5.2687494e-05	1.2115065e-06
r	0.043399755	0.9248894	0.031032858	0.00061992713	9.497438e-06	5.3464482e-06	6.8646345e-06	2.0862955e-05	1.5568528e-05
t	0.10708635	0.7365797	0.06241965	0.0072071007	0.00027127878	0.000100431374	0.00088795985	0.0033243415	0.08212322
i	0.0004102267	0.5317	0.4328189	0.018472303	8.5948755e-05	3.3370536e-06	1.6667417e-06	4.673733e-05	0.016460901
s	1.1776433e-06	0.14622642	0.8311145	0.022448191	0.00013447327	8.325228e-06	1.3083584e-06	2.2084678e-05	4.3574924e-05
e	0.0014696111	0.25233316	0.5960463	0.14015637	0.00504078	0.00058217224	0.00063743733	0.002811949	0.0009222435
s	1.7608482e-09	0.00092682353	0.9034493	0.09132101	0.0041372725	0.00010999815	1.5200903e-05	1.8199467e-05	2.2150365e-05
i	6.1794555e-05	0.016027445	0.5422112	0.41714972	0.020496447	0.0013545988	0.0016485843	0.00094806607	0.00010210212
t	8.0139145e-10	6.0947852e-05	0.3117731	0.40826935	0.27331585	0.0058446834	0.00040210283	0.00013618909	0.00019777146
t	4.8075873e-07	0.0007479	0.6020471	0.35589293	0.03864026	0.0018046552	0.00073153945	0.00012075664	1.4426368e-05
à	2.8428904e-06	0.0025335168	0.77027506	0.22054811	0.005549617	0.00038044166	0.00013307939	0.00020224044	0.0003750941
a	5.5198495e-09	3.575362e-05	0.029260177	0.16587986	0.6889155	0.094006605	0.01962707	0.0013196326	0.0009553863
n	1.128653e-09	5.135711e-06	0.0028717963	0.02137408	0.8924334	0.077741906	0.004957644	0.00018440628	0.00043175838
k	6.373924e-06	0.00027146912	0.027045334	0.11051417	0.54489833	0.21354708	0.09635874	0.0062480164	0.001110474
ò	0.049600698	0.22854002	0.18482208	0.22825332	0.042038526	0.053207923	0.018062286	0.17906469	0.016410373
r	9.2571076e-07	0.00039447323	0.0100550465	0.063968144	0.20874442	0.38087416	0.10220885	0.1805961	0.053157873
a	1.3157448e-06	0.0021094684	0.006630506	0.18395217	0.19803734	0.19003528	0.04626044	0.2542152	0.118758276
e	5.239689e-11	1.07483045e-08	1.619772e-05	0.00045635318	0.052751984	0.2573186	0.4909412	0.090011336	0.10850435
n	4.041389e-08	1.1980774e-05	0.00043886024	0.00027576706	0.032619964	0.4024824	0.502489	0.03708934	0.024592673
è	2.359271e-05	3.802004e-05	0.00034424997	0.0007733195	0.025412885	0.17770396	0.7276491	0.062914774	0.005140117
p	1.6734157e-07	3.406949e-06	2.4927664e-05	1.2343926e-05	0.0001176822	0.008668343	0.52818245	0.43450934	0.028481377
r	1.0603826e-05	0.0046856822	0.004381389	0.008946096	0.003530475	0.038727198	0.07235158	0.7610272	0.106339775
ò	1.5503301e-05	0.00017666825	0.00019199484	0.00029335133	0.00034616154	0.006495839	0.0042029256	0.9631816	0.025095878
n	3.103901e-09	2.878182e-06	3.0467707e-05	2.454948e-05	0.00038974275	0.01568855	0.15803888	0.4724524	0.35337257
t	9.709814e-09	1.3202483e-05	9.09578e-05	0.00041069687	0.0021338293	0.036012203	0.018673763	0.39051303	0.55215234
o	5.379922e-10	3.3438105e-06	0.0001594293	0.0004422185	7.452851e-05	0.00013514004	6.369334e-05	0.121152095	0.8779696
</S>	3.1955882e-10	2.2895424e-07	3.016817e-05	8.951538e-06	4.5988505e-05	7.343408e-05	0.00075632264	0.02614852	0.9729364
