 	sono	stato	sempre	poveretti	</S>
ì	0.8865798	0.0347285	0.043993037	0.0004386003	0.034259982
m	0.9586997	0.041141696	0.00015857679	1.4694479e-09	1.9214946e-10
e	0.5876469	0.09739113	0.17564516	0.13131951	0.007997296
s	0.0957133	0.5171662	0.38706318	3.0604483e-07	5.7007594e-05
t	0.022265226	0.5434046	0.42723438	0.006101283	0.0009945468
a	0.034206733	0.45167974	0.51265824	1.1971876e-05	0.0014433268
m	6.846814e-06	0.7710458	0.22746187	0.000256616	0.001228905
m	0.053893235	0.2157915	0.47229764	0.05950474	0.19851291
è	0.074044004	0.46231967	0.46302402	6.0080743e-06	0.0006062549
n	0.00086720526	0.6297094	0.35121635	0.01518022	0.003026812
a	0.0001814368	0.22042798	0.6964147	0.01031632	0.07265956
p	8.114426e-09	0.0023471264	0.8511994	0.038344685	0.10810882
à	0.00683513	0.025535969	0.33438143	0.25398734	0.3792601
n	5.592962e-06	0.013327805	0.42977762	0.4642696	0.092619374
t	8.615507e-06	0.1384556	0.7062557	0.042966288	0.11231381
a	1.1128699e-06	0.0013682282	0.71971893	0.0013427755	0.2775689
t	1.5808755e-09	8.3969324e-05	0.11945608	0.14747109	0.7329889
e	2.4585856e-07	0.0005052887	0.9460311	0.041101944	0.012361444
c	2.6036515e-10	1.3302922e-06	0.0010169416	0.78698623	0.21199553
h	0.5690026	0.060941096	0.30992863	0.041183326	0.018944342
ù	0.0003688225	0.03769786	0.63180447	0.25857356	0.071555346
d	7.293822e-07	4.7538724e-05	0.00097624795	0.9607934	0.038182117
d	1.687592e-05	0.11896938	0.7999521	0.07378097	0.007280632
h	6.629364e-06	0.023683947	0.8703443	0.0042107953	0.10175435
i	1.5226943e-08	1.1535965e-05	0.0028396654	0.05722225	0.9399265
</S>	3.3448863e-10	4.821543e-07	0.00040356527	0.02102071	0.9785752
