 	avete	cucinato	le	verdure	</S>
i	0.85770535	0.022901978	0.019146154	0.00034896325	0.099897504
m	0.8362101	0.14844175	0.015325753	1.7894249e-06	2.0683086e-05
a	0.20300822	0.2561301	0.35536107	0.0041760462	0.18132454
r	0.0031279125	0.8845494	0.106141366	0.00016203403	0.0060191522
è	0.2068731	0.5914039	0.2014341	3.8634367e-05	0.00025022135
t	0.015147176	0.8630811	0.06442819	0.014847264	0.042496238
s	0.024158066	0.18625416	0.6859193	0.024828091	0.078840435
a	0.001903657	0.08672881	0.8218891	0.0004978937	0.08898049
t	1.6048755e-06	0.025689473	0.32488152	0.005730241	0.64369714
o	9.5897885e-05	0.06286021	0.9326851	0.00012310245	0.004235713
l	7.270266e-08	0.0016617257	0.24727632	0.024580223	0.7264816
a	0.004263962	0.080251455	0.90384334	0.0049059303	0.0067353756
l	1.7594582e-08	0.00014404145	0.24643882	0.03435209	0.719065
à	0.013445714	0.047510445	0.9326155	0.005784493	0.0006437793
c	1.3092678e-05	0.0032977331	0.03457263	0.8639637	0.09815288
h	0.7909495	0.10432533	0.103543654	2.7764723e-05	0.0011537175
a	0.0002961696	0.0055081025	0.97411877	8.0123085e-05	0.01999696
n	1.1514912e-08	2.7073369e-05	0.048779882	0.33108366	0.6201094
a	0.00040965815	0.0025613406	0.5820354	0.24207412	0.17291944
</S>	3.1741132e-09	1.2297238e-06	0.0004510792	0.018999957	0.98054767
