 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.95845455	0.00021359685	0.00025846355	0.00015375006	0.0006254929	0.0030524337	0.037241705
p	0.99989736	0.00010260584	5.5205424e-10	1.0023708e-10	4.791226e-11	1.804516e-11	2.5691409e-11
e	0.7684377	0.07457529	0.024621835	0.027546328	0.017418426	0.067873396	0.019527087
r	0.48964944	0.5067871	0.0020414349	0.0003126007	0.00012654263	0.00011976703	0.000963069
i	0.053945452	0.7886316	0.095952615	0.022363933	0.009387819	0.023204882	0.0065138373
k	2.2289885e-06	0.99644536	0.0032679662	0.00015479383	5.2528307e-05	2.3896537e-05	5.3317915e-05
o	0.012199235	0.28374144	0.18903874	0.05605886	0.046700034	0.3297548	0.082506835
l	6.205735e-07	0.880417	0.11260141	0.004562848	0.00071390223	0.00044794145	0.0012561929
ò	0.039411	0.51351	0.29109463	0.08572057	0.015281525	0.045643043	0.009339247
s	1.1037894e-05	0.08669806	0.7400856	0.15601723	0.0049009263	0.0071077347	0.0051794588
o	0.00096877915	0.036731876	0.20972197	0.11732354	0.036158387	0.10628562	0.4928099
n	1.5717391e-10	0.011394144	0.88910747	0.05050398	0.037997253	0.0037165803	0.0072806883
a	6.3385545e-05	0.1729773	0.70021176	0.1072272	0.013769937	0.0038750041	0.0018754806
n	1.4737452e-08	0.009442658	0.3794744	0.3038686	0.27086303	0.015364536	0.020986816
a	0.00015391815	0.055005047	0.22850949	0.64075446	0.06039076	0.013633592	0.0015527072
r	3.5428658e-09	0.0029755859	0.08161344	0.23863661	0.5609301	0.089817815	0.026026504
è	0.0014132916	0.005116346	0.03715229	0.3726476	0.32234767	0.25278854	0.008534222
t	3.0356188e-07	0.0010085698	0.027730094	0.51514953	0.30220562	0.1254501	0.028455837
s	7.082799e-08	0.00021663377	0.0076652346	0.06790373	0.55674374	0.22080092	0.14666967
i	3.313367e-07	3.852068e-05	0.0006916186	0.00438904	0.6474774	0.0805257	0.26687744
à	5.788125e-10	5.2288215e-06	0.00014881477	0.0011176842	0.33033973	0.2414496	0.4269389
t	7.151041e-07	0.00012738205	0.00071734417	0.014793041	0.37753326	0.4833006	0.123527646
s	3.4478657e-07	1.62045e-05	0.00012171807	0.009697778	0.43243685	0.5181229	0.039604187
e	5.371734e-06	0.00024103906	0.0019457861	0.0016862709	0.39218494	0.46194616	0.14199045
n	2.7935984e-10	1.0897987e-06	7.148006e-06	2.4059796e-05	0.028025532	0.3786784	0.59326375
ì	0.0006483444	0.00016879059	2.2347294e-05	0.0003510632	0.057548493	0.89202267	0.049238216
t	1.6240495e-08	2.3771308e-05	6.4611944e-05	0.00022176166	0.0062517324	0.86649704	0.12694106
t	1.965013e-08	5.3020913e-06	1.559284e-05	0.0003781483	0.15646628	0.724003	0.11913165
a	1.3021063e-06	7.3368414e-05	8.0018195e-05	8.51224e-05	0.053831697	0.47706425	0.4688643
</S>	6.5145583e-10	2.2695083e-07	5.714534e-07	4.404515e-07	0.0004018937	0.06639492	0.9332019
