 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.9545966	0.035167128	2.8166678e-05	1.3516712e-05	2.9020905e-05	0.00010538493	0.00070057734	0.009359633
t	0.95201784	0.03933617	0.0063526104	0.00088107097	0.0003322052	0.0008293773	0.00010163842	0.00014912733
i	0.96715987	0.03255803	0.00019734705	2.4863411e-05	1.6041937e-06	7.844554e-06	8.141715e-07	4.9586248e-05
p	0.19993925	0.74861896	0.048354644	0.0029086755	5.265695e-05	7.608163e-05	2.544918e-05	2.4249644e-05
à	0.04893044	0.066626854	0.41376173	0.0396698	0.045326255	0.17460227	0.16215335	0.048929278
s	0.008976261	0.9190162	0.06716139	0.0037614654	0.00018236268	0.00020010484	0.00030533536	0.0003968304
t	0.044838365	0.9379182	0.0018621279	0.00043386288	0.00011619534	0.00011259676	0.0001607567	0.014557895
a	0.009035404	0.9888095	5.5799785e-05	0.0002826255	1.332837e-05	1.48894605e-05	6.0069196e-06	0.0017823998
v	4.7523463e-05	0.003266977	0.9078421	0.08718052	0.0009737991	0.0003746422	0.00011261658	0.0002017973
à	0.00040743803	0.001817391	0.45604774	0.1742017	0.07776064	0.12827037	0.09138786	0.070106894
l	0.00011245995	0.008263849	0.14012904	0.7639787	0.042951208	0.013050704	0.011530399	0.01998357
e	0.0089345025	0.36151913	0.07324508	0.0967704	0.01495621	0.0049407165	0.0016978118	0.4379362
à	3.207844e-07	4.492356e-06	0.0011881834	0.67184025	0.27221197	0.037461378	0.0046027703	0.012690659
l	1.4951382e-05	7.3453535e-05	0.01588973	0.6575053	0.2635276	0.03371477	0.021517983	0.0077562137
a	4.503996e-05	0.0002364884	0.0562712	0.49137318	0.21296448	0.044253286	0.00415454	0.19070175
e	3.086541e-07	1.0173437e-06	3.8250284e-05	0.022652736	0.5180864	0.35447297	0.029089976	0.075658366
t	1.2917311e-05	1.6365211e-05	8.230597e-05	0.010367378	0.45389917	0.4106825	0.09339235	0.031546984
è	0.00018976105	7.948389e-05	0.00013054935	0.010639386	0.4690064	0.5073424	0.009744281	0.0028678009
l	1.1314319e-06	3.2329453e-06	0.00018844157	0.0026834477	0.04302806	0.5080502	0.32747197	0.11857352
i	0.11085712	0.21746218	0.0008998814	0.00937078	0.33042148	0.1135971	0.025636533	0.1917549
t	8.424406e-08	1.4041487e-07	4.6934692e-06	0.00019482864	0.007210538	0.5618107	0.31469086	0.116088204
à	0.0005791236	0.00010044473	1.1017749e-05	0.00020377795	0.019414578	0.83920085	0.106417455	0.034072705
l	2.926737e-07	4.878479e-07	3.015446e-05	0.0001868467	0.0011506554	0.10293991	0.74400705	0.1516846
a	0.0077540926	0.028137267	0.0011992616	0.0025497838	0.1198926	0.52160347	0.091901936	0.2269616
</S>	4.189057e-08	5.514452e-08	1.0765593e-06	3.1438074e-05	0.00014603738	0.042422645	0.55697453	0.40042415
