 	la	pasta	vuole	sale	</S>
i	0.6769731	0.05536093	0.007935522	0.018224766	0.24150573
p	0.480445	0.1748657	0.3070543	0.037600134	3.4839628e-05
à	0.08630449	0.0363174	0.19464199	0.56941766	0.113318466
s	0.06152042	0.5819506	0.30337185	0.043782912	0.009374193
t	0.19624107	0.6478281	0.09464481	0.003960667	0.057325408
a	0.009445365	0.97019345	0.006567406	0.00053394085	0.013259751
t	0.0009774977	0.018909654	0.83794093	0.10283751	0.03933439
è	0.0033793633	0.1742879	0.8143633	0.007469127	0.00050038524
l	5.4252043e-05	0.00068741664	0.3246506	0.48909545	0.18551235
i	0.011847591	0.35649532	0.48010188	0.026011314	0.12554392
à	3.2440022e-07	4.500556e-06	0.017412316	0.7496501	0.2329328
l	1.4916758e-05	3.5295056e-05	0.027615068	0.833189	0.13914569
a	0.0014276884	0.0014006807	0.206059	0.6482658	0.14284688
</S>	9.405747e-08	2.2968716e-06	0.0003737646	0.19273822	0.8068856
