 	hai	già	mangiato	</S>
ì	0.93588525	0.042070687	0.004759832	0.017284174
s	0.63872236	0.36127687	8.286492e-07	1.8179916e-09
e	0.86373	0.09377524	0.010123993	0.03237079
g	0.12732653	0.86494434	0.0068821665	0.00084705587
i	0.00015946188	0.011182681	0.9372315	0.05142629
à	8.745538e-05	0.4701327	0.2680573	0.26172253
f	0.000115470575	0.21737309	0.73355514	0.04895624
a	0.025122622	0.33210963	0.5886929	0.054074906
m	5.0858105e-08	0.0042022257	0.40913257	0.58666515
è	0.00016996621	0.06889699	0.8973724	0.033560548
n	1.4265718e-06	0.009394369	0.9365892	0.054015037
a	1.9719364e-06	0.014426413	0.78488594	0.20068571
</S>	3.3996467e-10	1.3444493e-05	0.023462718	0.9765238
