 	deve	essere	bianco	</S>
è	0.9297267	0.0043952186	0.011546373	0.054331604
n	0.99999297	7.091711e-06	2.8701097e-08	1.14852725e-10
a	0.86711234	0.0329467	0.051841505	0.048099436
è	0.36378524	0.49503413	0.14043862	0.0007419835
n	0.00021532596	0.98520166	0.012434724	0.002148262
e	0.00059561606	0.8774553	0.10223142	0.019717652
à	6.263911e-08	0.30009186	0.49205017	0.20785794
s	1.6389175e-05	0.756215	0.10074806	0.14302059
p	0.00095424976	0.2984085	0.5755511	0.12508622
r	8.965965e-08	0.00031922827	0.99324834	0.006432312
o	9.629948e-09	0.007228262	0.43379128	0.55898046
</S>	8.782243e-10	0.0005243798	0.08171221	0.9177634
