 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.41012263	0.065855324	0.0067166006	0.00078521005	0.004797026	0.0006476701	0.00022330528	0.0006925745	0.0002372639	0.00094060774	0.0009297021	0.0018918248	0.00014772681	0.00029198529	0.00060719455	0.004912459	0.038587123	0.46161377
m	0.24719705	0.7453287	3.493265e-05	0.00017903786	0.001653442	0.0026139657	0.0003252247	0.0017928893	8.343528e-05	0.0005232996	0.00014143529	6.652377e-05	2.4061235e-05	2.3381644e-06	9.604574e-06	1.2255383e-05	1.042849e-05	1.2639979e-06
e	0.12527406	0.63374335	0.0075278697	0.017563475	0.006754989	0.011271469	0.009886189	0.014212865	0.010126402	0.016425977	0.014296384	0.017649991	0.004575626	0.0023719321	0.00793446	0.02815294	0.065942995	0.0062890323
s	0.004386282	0.5221174	0.05106742	0.024605813	0.37386036	0.018747386	0.0018809717	0.0028773707	0.00013664551	0.00027150245	2.8960936e-05	8.28478e-06	7.4425375e-06	2.4587337e-07	1.5474251e-06	8.251705e-07	8.440391e-07	7.4850925e-07
s	0.32431084	0.6525008	0.0035081026	0.00646709	0.0023520156	0.0038183606	0.001519659	0.003017822	0.0004223572	0.0009799527	0.0003566339	0.00023396472	5.0803483e-05	9.130976e-06	4.78879e-05	0.00021012062	0.00015351656	4.0955183e-05
è	0.47426304	0.46315902	0.040726364	0.004706499	0.015830742	0.00084941194	0.00018114169	0.00015083606	4.8907135e-05	4.799294e-05	9.722019e-06	4.3377054e-06	1.2738875e-06	5.8149567e-08	1.3859848e-07	4.1170463e-07	1.1020478e-06	1.8971505e-05
r	0.00014378967	0.08330909	0.5228409	0.11012407	0.26968333	0.008775113	0.0020807825	0.002908608	4.1620195e-05	5.5129018e-05	1.3893119e-05	9.0073445e-06	5.3104472e-06	2.1684679e-07	1.5308564e-06	1.1689726e-06	2.4304886e-06	4.0395516e-06
e	0.0016467189	0.32737902	0.01624943	0.4488284	0.0425319	0.05218636	0.026426943	0.027766716	0.008786958	0.0028363173	0.00055068434	0.00042047614	7.016208e-05	3.0711537e-06	5.197669e-05	0.00034519707	0.0019498596	0.041969717
m	1.0637458e-07	0.0010680525	0.07486747	0.2249983	0.44007197	0.21423355	0.029801775	0.013938022	0.0004626041	0.0004035405	8.476212e-05	3.421712e-05	3.100548e-05	2.88462e-07	1.226157e-06	4.4082043e-07	6.2845004e-07	2.0661123e-06
u	0.00058076996	0.053143393	0.00030753436	0.14827873	0.013921549	0.36342186	0.1459138	0.155854	0.048717473	0.02692403	0.011580789	0.011239449	0.0015238414	7.404492e-05	0.0008722307	0.004623672	0.00873727	0.0042856284
p	1.9173212e-09	5.4700645e-06	0.012536804	0.16875038	0.419983	0.2912639	0.08660903	0.019068629	0.0011897621	0.00047399366	7.234267e-05	2.1388205e-05	2.388775e-05	1.0588343e-07	5.2381245e-07	1.2963066e-07	1.5074696e-07	4.6628847e-07
e	0.00028399553	0.001542302	2.0994876e-05	0.020105975	0.0062955376	0.34023175	0.23746075	0.32235357	0.027713513	0.023978973	0.0075478186	0.005862189	0.00066999625	5.4136253e-05	0.00047166942	0.0022400175	0.0025193398	0.0006474693
n	6.7017697e-10	3.5781432e-07	0.0020944043	0.042996753	0.08016703	0.29627198	0.43852085	0.13109437	0.0061266534	0.002242824	0.00031736985	7.7155186e-05	8.4285275e-05	1.1981684e-06	2.386711e-06	4.845514e-07	4.831919e-07	1.410556e-06
a	5.2319815e-06	8.68833e-06	0.00023017479	0.030322073	0.11131095	0.18299198	0.35639653	0.3055297	0.009568677	0.0032873421	0.00023903746	6.338772e-05	3.5472207e-05	9.71698e-07	3.7070452e-06	3.6097417e-06	1.3974368e-06	1.0030881e-06
m	1.2166291e-09	4.5918192e-08	0.00020159651	0.0023305656	0.0048474222	0.045565575	0.40039912	0.5209229	0.01590934	0.008307341	0.0010300388	0.00023601523	0.00020205413	2.8082524e-05	1.3439402e-05	2.4290364e-06	1.2213299e-06	2.7567278e-06
i	7.7588425e-05	0.00012003786	2.4299798e-06	0.003356098	0.00035699573	0.10303568	0.27988216	0.47502595	0.053365227	0.0391004	0.014168403	0.011140819	0.0008240193	0.00031752617	0.0011008646	0.0065491525	0.010469946	0.0011066276
n	3.4333543e-09	2.0982452e-07	0.00072457944	0.014574256	0.013394953	0.03473495	0.4019515	0.41007867	0.09964689	0.022182632	0.0021070042	0.0003610971	0.00022162036	4.8421684e-06	9.294485e-06	1.7288351e-06	1.8018405e-06	3.9532238e-06
f	9.857508e-06	2.2873853e-06	2.3339342e-05	0.0028913748	0.013360124	0.029372727	0.24362056	0.5414314	0.13727109	0.029878518	0.0016770578	0.00031725765	0.00010489666	6.209255e-06	1.2144778e-05	1.18616335e-05	5.091525e-06	4.214595e-06
