 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.6620667	0.0075108353	0.0007932856	0.00022056935	0.00065180374	0.00710493	0.0035819886	0.0076936106	0.31037626
a	0.58050007	0.14828403	0.048243575	0.07137754	0.07739111	0.038266517	0.033264115	0.00024129695	0.0024317775
ì	0.24640544	0.75231594	0.0012382034	6.613353e-06	1.8833472e-05	9.284755e-06	4.4228008e-07	5.2407034e-07	4.6792497e-06
s	0.004616688	0.98002887	0.014875412	0.00028662645	0.00013372225	3.9228093e-05	5.002898e-06	9.3719755e-06	5.047968e-06
s	0.07151145	0.8908966	0.01858175	0.007780556	0.0014729255	0.0018257056	0.0012243007	0.00013565169	0.0065709953
e	0.0045064013	0.96157926	0.008242011	0.0002557263	0.00055476563	9.9795594e-05	6.5935514e-05	8.111766e-06	0.024687914
r	7.0708184e-06	0.78271955	0.21266216	0.002137573	0.0021077953	7.21467e-05	2.1000533e-05	4.6658326e-05	0.00022612522
e	0.003363722	0.649537	0.26796988	0.053210765	0.013344431	0.006231465	0.004786623	9.121887e-05	0.0014648078
k	1.5072776e-07	0.030002208	0.89529026	0.060405906	0.013546374	0.00028946492	7.37104e-05	0.00013841792	0.0002534294
a	0.00049909897	0.043100465	0.20572966	0.3296192	0.05868327	0.15580554	0.18344234	0.0015280397	0.021592353
e	2.4982987e-07	0.0018487803	0.33203787	0.5397124	0.118488215	0.0050292886	0.0008063058	0.00076335244	0.0013135539
s	1.01988284e-07	0.00042680145	0.20801783	0.32767928	0.45953402	0.0008320764	0.0006560066	0.0021870285	0.00066675263
ò	0.00016985851	0.00085701724	0.06489667	0.6937436	0.22909854	0.0035887363	0.007325485	0.00020945583	0.0001106592
z	3.1987881e-06	0.00025956918	0.0136638535	0.60807186	0.16497956	0.1676345	0.022104448	0.018695075	0.004587923
i	0.002268831	0.10860108	0.066460855	0.18068336	0.025644809	0.05319409	0.043501213	0.0031087683	0.51653695
k	4.7100412e-09	7.9782385e-06	0.00055705477	0.020618264	0.7204581	0.16873237	0.063269906	0.013777446	0.012578878
à	0.00014287533	0.00081720966	0.005377126	0.08792489	0.22372414	0.18992215	0.47883177	0.0007677395	0.01249214
i	3.0512118e-07	0.00014666392	0.00035809868	0.0058618253	0.039179333	0.6243158	0.29558787	0.014592671	0.019957423
o	2.303869e-09	4.1201042e-07	1.8230532e-05	0.0004910981	0.6239973	0.020201331	0.09675596	0.05435905	0.20417668
b	3.857963e-07	5.06059e-06	2.795591e-05	0.00032675936	0.07024641	0.02310114	0.054838896	0.8145009	0.036952414
à	1.00587795e-05	2.9013577e-06	2.7345754e-05	0.00029574055	0.0063725263	0.07787353	0.89558595	0.0038955864	0.015936421
g	3.0265252e-07	2.7740929e-05	5.8851732e-05	0.00019881867	0.0029713376	0.23439606	0.66891265	0.039392795	0.05404149
n	6.2339764e-06	0.011986266	0.0022208486	0.0024057971	0.024307655	0.18477516	0.24011765	0.0044449265	0.52973545
o	3.2757596e-06	0.0004835507	0.00024072462	2.7950133e-05	0.0041266987	0.025757063	0.13153024	0.011410503	0.82642
</S>	2.5098423e-09	6.110882e-08	3.563173e-07	1.3375433e-06	0.002591123	0.00028508445	0.019730035	0.3132305	0.6641615
