 	un	forno	che	fa	buon	pane	</S>
è	0.93359035	0.0024042572	0.00023112993	0.00028608617	0.002172922	0.0076618376	0.05365346
n	0.9998227	0.00017738198	3.8248493e-10	6.747446e-12	6.230781e-12	1.1848485e-11	4.791706e-12
a	0.93244946	0.056684483	0.0021086433	0.00011236893	0.0010504732	0.0018869805	0.0057076323
f	0.4981426	0.496201	0.005246951	6.99558e-05	9.986409e-05	0.000144243	9.5210315e-05
ù	0.037324887	0.51063716	0.05006909	0.0139114335	0.08107911	0.2451292	0.061849177
r	0.002066113	0.96518	0.024907326	0.0021764224	0.0018344653	0.0010886497	0.0027470347
n	0.010147022	0.05414089	0.069693424	0.0077654147	0.009578963	0.010115804	0.8385585
o	0.0079822885	0.031680144	0.53324944	0.113853425	0.044323746	0.019263702	0.24964733
k	2.499923e-08	0.0011598989	0.9217444	0.0739881	0.0004837572	0.0013261863	0.0012976273
a	0.00020422082	0.21750988	0.3212094	0.086317316	0.092360385	0.22885875	0.05354006
i	7.297479e-08	0.0005083174	0.546866	0.41975603	0.016643427	0.0069093164	0.009316864
k	1.8206727e-08	2.5326151e-05	0.17581761	0.80699784	0.0046727546	0.008438746	0.0040476634
à	0.00040449042	0.027088169	0.041873008	0.23632148	0.35891515	0.32347906	0.011918658
n	9.301861e-06	0.0021430608	0.01671205	0.61928165	0.3209271	0.018919598	0.022007287
n	4.8496013e-06	0.0001048136	0.0052463184	0.41686964	0.43726867	0.02365407	0.11685159
i	1.1874429e-06	6.3543816e-06	0.0022936538	0.18152997	0.37428322	0.16761142	0.27427414
t	1.3545784e-09	8.5975806e-08	0.0008467575	0.09857322	0.11910056	0.59570277	0.1857766
s	3.1905927e-06	2.6637156e-06	0.0024142072	0.21185456	0.6118617	0.14964744	0.02421614
o	0.00019045407	0.0005643511	0.024941325	0.037905224	0.1793736	0.6137187	0.14330637
m	6.1594707e-10	2.6876037e-08	0.00015993338	0.01597564	0.08539242	0.8261396	0.07233227
ì	6.964345e-05	0.00013678388	0.0002607246	0.017247926	0.3750591	0.5995214	0.0077044657
k	7.7983e-08	1.7985516e-05	0.0002628825	0.0052515515	0.61648214	0.25156543	0.12641993
a	5.9766285e-06	0.00042410765	0.0012902281	0.013771007	0.81799704	0.12684411	0.03966758
l	7.3951824e-11	1.6442847e-08	6.678969e-06	5.9933274e-05	0.015441893	0.549803	0.43468845
ò	4.375148e-05	2.2681394e-05	5.940296e-05	0.0019184819	0.20005445	0.78386045	0.014040855
</S>	1.00774606e-07	3.949559e-05	0.00021617323	0.00091643963	0.17447138	0.45029053	0.37406588
