 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.9591849	0.0006126997	0.00016049479	0.00041433127	0.00029064622	0.0011314814	0.0052225846	0.032982912
n	0.9991904	0.0008096093	1.7800469e-08	1.5847273e-10	1.0416188e-11	7.562107e-12	3.532565e-12	2.7367822e-12
a	0.9348873	0.050828345	0.002388492	0.0004961189	0.00029084805	0.0009265399	0.00033289145	0.009849387
v	0.22720216	0.6831237	0.08449715	0.004830067	0.00018071383	0.00012046648	2.6157064e-05	1.9641751e-05
o	0.0011502025	0.04883177	0.05974978	0.14860408	0.060598005	0.2653559	0.23017031	0.18553992
r	0.00013125331	0.37617657	0.5689248	0.049235515	0.0031441282	0.0015695735	0.00015837156	0.00065979344
à	0.017993972	0.4430907	0.4986045	0.031823967	0.0034092348	0.004199682	0.00030386017	0.00057402515
s	1.1936193e-05	0.024629192	0.8940663	0.07062724	0.0072671575	0.0012465551	0.0015715274	0.0005801408
o	3.7650032e-05	0.009849358	0.17986405	0.08296962	0.021957576	0.012066801	0.10870262	0.5845523
o	1.6350619e-11	4.81209e-07	0.043985665	0.9232735	0.030619567	0.0011988599	0.00015134572	0.0007705507
t	1.5514173e-09	2.893893e-06	0.033875447	0.9034685	0.058502223	0.0019076185	0.00019684318	0.0020465455
s	2.1095643e-07	5.615278e-05	0.10804757	0.79058486	0.09360949	0.006462807	0.00056744216	0.0006715293
o	2.8244825e-05	0.0011555444	0.087324835	0.42445782	0.1569205	0.024623679	0.0011757235	0.30431366
m	3.984053e-11	6.937947e-08	0.0014495539	0.7332824	0.25706115	0.006161988	0.00024656992	0.0017983031
ì	0.000100148405	0.00036983297	0.004294266	0.34437314	0.35835448	0.2668119	0.019400865	0.006295365
k	8.5928535e-09	6.3242346e-06	0.0021769353	0.1016231	0.81378186	0.06838038	0.005583261	0.008448191
u	9.670562e-07	0.00053110265	0.012835393	0.23992327	0.49137992	0.07954805	0.060635496	0.1151458
à	1.0988886e-11	3.799612e-09	8.823481e-06	0.008686442	0.6309988	0.29409194	0.027479121	0.038734805
i	4.4941086e-09	2.325524e-07	3.0287569e-05	0.0036913408	0.4942578	0.20103906	0.28521207	0.015769243
k	1.5049341e-09	7.1485694e-08	1.9235556e-05	0.001152249	0.5337339	0.36129573	0.0628172	0.04098161
u	2.8983903e-05	2.7412112e-05	0.00016394195	0.0104509005	0.23023744	0.6751336	0.04926918	0.03468851
à	3.775698e-11	1.3366254e-08	1.4840181e-05	0.0005342491	0.09435378	0.6397123	0.08331414	0.18207073
i	1.9426445e-09	4.3402977e-08	2.2850832e-06	4.3062442e-05	0.015520824	0.16104732	0.80258363	0.020802788
m	2.878086e-10	6.0494867e-09	1.5607391e-06	2.1708089e-05	0.007740779	0.17088437	0.45187405	0.36947754
è	7.265939e-06	2.9681864e-06	1.38466e-05	0.00038394303	0.051766884	0.65204585	0.28213644	0.01364279
r	2.912426e-08	3.8786325e-06	7.7240315e-05	0.000119865916	0.005240471	0.13756552	0.74155945	0.1154335
i	5.4053015e-09	5.2488926e-06	6.2713305e-05	0.0002764311	0.007318317	0.14981396	0.7927184	0.04980484
</S>	6.7714606e-12	1.9919036e-10	4.93855e-08	2.3597213e-06	4.6246663e-05	0.0064232918	0.23080131	0.76272666
