 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.92390984	0.0023280545	4.7683505e-05	0.00087495544	2.740876e-06	0.0012946767	0.0036785202	0.067863494
t	0.99998677	1.31943425e-05	1.738242e-10	6.519126e-12	4.396626e-14	1.09643935e-11	1.708086e-12	7.793047e-12
e	0.7850609	0.18527852	0.0046347533	0.00091821386	8.5774016e-05	0.001855135	0.0017079354	0.020458711
l	0.9879006	0.012054034	3.1460208e-06	1.4636965e-05	4.0856914e-08	1.8565499e-05	2.0006082e-06	6.90679e-06
a	0.03221627	0.54421127	0.031722195	0.053827304	0.0024398544	0.0474163	0.1483552	0.13981158
e	0.16280273	0.6816374	0.1279331	0.017868899	0.0027509546	0.004283998	0.00061837595	0.0021046046
M	0.0059506036	0.48230863	0.44237375	0.02559501	0.040461056	0.002267363	0.00025909327	0.0007844897
a	0.027048912	0.8148425	0.012903781	0.041905083	0.00074522913	0.03094157	0.06596095	0.005651992
r	0.035430934	0.8863725	0.062404875	0.008834933	0.0013531655	0.0036448415	0.0011447266	0.00081392383
ì	0.9372633	0.060484264	0.00081170327	0.00056939555	3.3240005e-05	0.00016798411	0.00026999193	0.000400071
a	0.0057157883	0.45011464	0.4086881	0.10886885	0.01798	0.0034990665	0.0028988936	0.0022346897
à	5.9783206e-06	0.0016836718	0.14532815	0.80263305	0.038489863	0.0075740525	0.00094114145	0.0033440539
v	3.5556717e-05	0.018025389	0.7992919	0.12651545	0.052829668	0.0016547496	0.00076118985	0.0008860353
v	0.0034673186	0.077092804	0.012213991	0.33693758	0.009149342	0.050981924	0.09345989	0.4166971
r	0.06788028	0.00031552542	1.5286425e-05	0.28891551	0.00060773344	0.094669685	0.055245943	0.49235004
i	5.8238358e-05	5.2779313e-05	0.00042174192	0.8170856	0.0018183199	0.10534337	0.03373789	0.041482072
n	9.152632e-07	5.2564206e-07	0.001461522	0.45564523	0.1918873	0.2069382	0.022951443	0.12111482
a	0.0047352724	6.573823e-05	0.0013978789	0.5508336	0.0643449	0.22635028	0.12451389	0.027758509
r	1.2104702e-07	1.1840067e-06	0.004087452	0.029305192	0.60582656	0.25302437	0.07124072	0.036514368
t	0.0012245293	0.0022611686	0.0009936676	0.07341127	0.011135839	0.5073883	0.39083743	0.012747744
i	0.0068281833	1.1816171e-05	1.6535389e-05	0.04225819	0.0013924792	0.7287155	0.108731605	0.1120458
s	5.9509226e-08	4.1784926e-08	0.000101165446	0.010860033	0.055690058	0.6289527	0.13794178	0.16645414
e	0.004986901	3.869037e-05	6.286437e-05	0.005559994	0.0026949588	0.43898532	0.52816236	0.019508922
m	1.47082755e-08	2.660979e-08	6.168584e-05	0.0014868414	0.006059761	0.24562371	0.47212848	0.2746395
è	0.00063410745	0.00022674233	3.00996e-05	0.0027037906	0.00038280853	0.3767107	0.61188537	0.007426432
n	1.6435057e-06	1.0863049e-05	7.3723466e-05	0.0006093064	0.0005151216	0.1486224	0.79268944	0.057477534
a	1.4442061e-05	2.045347e-06	1.10816e-06	0.0007047919	0.00021079321	0.33006367	0.5943213	0.07468183
</S>	1.508853e-09	8.466675e-10	1.0800758e-06	1.1332712e-05	0.00017786326	0.010667955	0.19415122	0.7949904
