 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.9862687	0.0022692594	5.460824e-05	1.4035006e-05	0.0003650155	0.0006723135	0.010356125
ì	0.0037374983	0.7582714	0.15302052	0.040192213	0.029110186	0.0010341982	0.01463401
s	0.8632526	0.13664366	3.2400447e-05	3.8942712e-06	4.2884094e-05	3.5553226e-06	2.0846132e-05
i	0.13061494	0.5146491	0.01859318	0.010515314	0.004086795	0.0019871457	0.3195535
f	0.10777848	0.88933456	0.0021032817	4.4786702e-05	0.0004075415	1.4785392e-05	0.00031663448
a	0.0012403753	0.88567597	0.066223964	0.0114932675	0.013537143	0.008186321	0.013642944
m	0.00042212548	0.94629395	0.048772532	0.0026348247	0.0011735788	7.3295465e-05	0.00062968745
ì	0.0012400841	0.9550441	0.033836883	0.003205696	0.0049043144	0.0007844901	0.0009844488
g	0.00031976722	0.72144413	0.16050172	0.091420636	0.008260506	0.010574174	0.0074790865
l	0.0014571088	0.4775082	0.01718394	0.009824699	0.006035025	0.010271075	0.47771996
i	0.00053060974	0.13364747	0.00696682	0.001381156	0.009502791	0.0051233266	0.8428478
a	4.0234204e-07	0.03953471	0.7581527	0.114577964	0.03789518	0.0077069285	0.042132027
e	1.2329271e-05	0.0042524002	0.65342695	0.25110516	0.026890624	0.012737464	0.051575124
n	4.128734e-05	0.0009272861	0.17314307	0.76302016	0.03874511	0.014877703	0.009245373
è	0.00024972623	0.0014422218	0.051004723	0.8006042	0.11901543	0.023442116	0.0042415196
c	9.063978e-06	0.0013656791	0.008034909	0.57213277	0.28521785	0.11763121	0.015608606
h	0.5647823	0.29317674	0.0019367107	0.0011573338	0.0036170876	0.00064898474	0.13468081
i	0.00038696852	0.0011015217	0.00085313304	0.011502127	0.6078057	0.26594093	0.112409525
n	2.820308e-08	1.2628412e-06	0.00012530951	0.0047051767	0.42442614	0.3393606	0.23138145
a	0.0005368566	3.57722e-05	0.00019877529	0.013091015	0.58872294	0.3133619	0.084052734
f	5.897181e-08	2.0739417e-07	1.5409874e-05	0.0003785374	0.011651075	0.86130077	0.12665391
à	1.9533933e-05	0.0006996855	0.0011238466	0.014770975	0.4114424	0.54571784	0.02622571
i	9.791772e-06	0.00034891823	0.000101276244	0.0014560509	0.082765386	0.86076397	0.054554645
</S>	5.707925e-09	3.7699476e-08	7.8696087e-07	6.218813e-06	0.0016882528	0.11174807	0.8865567
