 	mia	sorella	ancora	non	è	venuta	qui	</S>
t	0.628543	0.011150683	0.0005373073	0.00053465343	0.00022841855	0.0061326944	0.03127625	0.321597
i	0.99001163	0.0096990615	9.238999e-05	7.1241475e-06	1.123475e-05	9.034106e-05	8.033629e-05	7.903609e-06
n	0.67800444	0.32029474	0.0015586191	1.03786815e-05	1.6698608e-05	7.533982e-05	3.570972e-05	4.0454206e-06
a	0.941322	0.05843881	0.00016943392	4.4004846e-06	5.218936e-06	4.693613e-05	1.2629231e-05	5.8515707e-07
d	0.01058807	0.9714595	0.017307414	0.0002675602	0.00016033681	0.00013435294	6.2275816e-05	2.0559195e-05
r	0.08614514	0.7949426	0.005521498	0.0025525	0.001251863	0.031811647	0.07688139	0.0008933957
e	0.8929807	0.09813827	0.0019297	0.0006165216	0.00017167126	0.0007663916	0.0013435514	0.004053146
f	4.664169e-05	0.9281826	0.06974989	0.0016306042	0.00021118195	9.71644e-05	5.2657055e-05	2.9343442e-05
f	0.010023386	0.9498907	0.011982005	0.002047975	0.0008381624	0.012038885	0.01304505	0.0001338729
ì	0.99769694	0.0019583376	4.5357272e-05	2.9503663e-06	6.2703793e-07	1.2332788e-05	1.7924467e-05	0.00026560578
m	0.0004508593	0.9112266	0.053361822	0.02502137	0.007044432	0.0009009828	0.0010813567	0.0009126097
m	0.0009974836	0.36732215	0.14509739	0.014326886	0.009754712	0.03490327	0.03298002	0.39461815
u	0.0011103635	0.061313696	0.06887934	0.007930993	0.0009849338	0.012262482	0.0074299434	0.84008825
a	3.9996117e-08	0.0024544667	0.89572376	0.09246596	0.0032094035	0.0030683232	0.0013220104	0.0017560339
n	2.3904038e-08	4.825487e-05	0.8779142	0.11475275	0.0037420818	0.0026301043	0.0003415279	0.0005711846
k	0.0001342017	0.0007371008	0.6495974	0.22551347	0.07061134	0.050988514	0.0021388428	0.00027910672
ò	0.8625376	0.103985354	0.0024118628	0.0011728501	0.00081628765	0.011658158	0.008793919	0.008623895
r	2.9308801e-05	0.0029572384	0.034533024	0.809036	0.12454091	0.013667809	0.0073951804	0.00784056
a	4.6568653e-05	0.0038817432	0.034597848	0.094620585	0.063751556	0.21717696	0.080029756	0.5058949
e	3.535723e-10	2.3325629e-07	0.017439283	0.39475557	0.14912035	0.3759757	0.04385146	0.018857375
n	1.3649283e-07	2.2926245e-06	0.0059982873	0.29417565	0.39572316	0.28031635	0.010529265	0.013254789
ì	6.159141e-05	1.4741356e-06	0.0026448306	0.03238235	0.13462041	0.8109577	0.017053528	0.0022781533
r	4.8729964e-07	6.1552826e-05	0.00029791342	0.043792047	0.44622433	0.29506457	0.18740043	0.027158659
t	0.00010464675	0.00041757565	0.00064945576	0.014931874	0.15284504	0.6374639	0.07012708	0.12346044
e	2.8320928e-05	9.065268e-06	0.00023433923	0.002489097	0.0055750706	0.63610685	0.2543569	0.10120033
e	1.9339943e-09	5.577943e-09	3.3069286e-05	8.594552e-05	0.0010022768	0.29719517	0.36902997	0.33265352
t	2.1605587e-07	1.8798256e-07	4.1695614e-05	0.00023978225	0.0081616845	0.39198333	0.38246727	0.21710579
t	4.5207616e-06	1.6287208e-08	1.6072356e-05	9.162649e-05	0.0018988537	0.7390197	0.24506484	0.013904432
ù	0.0013576355	0.00020384585	0.018186776	0.0028642856	0.00288145	0.16151482	0.7198263	0.09316488
</S>	2.992197e-08	1.5098084e-07	1.3904631e-05	8.390845e-05	0.0024211677	0.0892241	0.83502775	0.07322892
