 	ora	che	loro	non	vengono	più	</S>
à	0.9855445	0.00017633602	3.695296e-06	2.0091025e-05	0.00049493776	0.0018231312	0.011937286
r	0.9988728	0.001127131	3.6825015e-11	1.9534736e-10	1.3667579e-09	1.2707405e-09	1.6709257e-11
t	0.04999474	0.16836509	0.17905761	0.078047976	0.27009845	0.18628547	0.06815069
e	0.00021203609	0.07706213	0.6828287	0.08774608	0.11131106	0.035120107	0.0057198475
k	0.122763574	0.8722714	0.00038326337	0.000494745	0.0035463886	0.00051817833	2.2309634e-05
a	0.012951936	0.060398795	0.361473	0.073754705	0.16060996	0.26061141	0.070200235
c	0.01142321	0.46168184	0.49147838	0.028280145	0.0053788563	0.0013489592	0.00040874956
ì	0.039064236	0.0614298	0.23255996	0.24282709	0.34380257	0.05745342	0.022862924
n	0.0054761725	0.14065276	0.5092889	0.25399807	0.028874602	0.03185132	0.029858114
i	0.0014045006	0.22967891	0.07702457	0.24794899	0.07117657	0.03833004	0.3344364
e	8.939753e-08	0.0020247323	0.32299837	0.5796551	0.08064224	0.009167671	0.005511785
n	1.1503435e-06	0.00052199705	0.118805364	0.8387105	0.037083045	0.0030658485	0.0018120285
è	0.0003465201	0.0004211609	0.05836766	0.8719141	0.06768359	0.001114682	0.00015228451
r	0.00028188605	0.0006594653	0.058508053	0.52959824	0.33535492	0.062320057	0.013277357
k	0.00019300876	0.011284135	0.003879697	0.31886986	0.43548015	0.021180302	0.20911284
o	0.00011481729	0.0051093064	0.00057591876	0.044201005	0.43374562	0.055751473	0.46050182
t	1.7408784e-09	2.3575292e-06	0.00015665026	0.0125773875	0.9112424	0.06602872	0.00999249
t	3.4169752e-06	3.531989e-05	6.2400264e-05	0.013723982	0.94135106	0.023587938	0.021235848
e	2.6112642e-05	0.0006576257	1.4447468e-06	0.0010707234	0.86193717	0.09625655	0.040050376
p	2.954759e-09	6.1269066e-07	1.9246745e-05	0.0010676263	0.18533756	0.5259408	0.2876341
l	1.2607687e-06	1.6306125e-05	8.219516e-07	0.001711676	0.38977897	0.5896529	0.018838082
è	0.009408965	0.3054108	3.1082353e-05	0.0021278025	0.62394655	0.05455054	0.0045242887
o	1.5327107e-06	6.6481196e-05	8.00231e-05	0.0022704282	0.14145961	0.75974256	0.096379295
</S>	8.314147e-10	2.7078653e-07	9.003873e-07	1.692662e-05	0.017638009	0.39949954	0.5828443
