 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.83808976	0.04524896	0.020250047	0.00088323175	2.7800204e-05	6.0468294e-05	0.005220783	7.170749e-05	3.3102086e-05	2.7451651e-05	9.316589e-05	1.6583946e-05	0.000105221094	0.00027825337	7.8908175e-05	0.000275466	0.00016394701	0.002681938	0.013312965	0.0020023938	0.0010582905	0.07001969
m	0.33536404	0.5906661	0.062377196	0.004374787	0.00010625178	4.824721e-05	0.0069526094	1.8276303e-05	1.8484456e-05	4.6948753e-06	1.565408e-05	1.8085233e-05	1.4518056e-05	1.5437066e-05	4.7564976e-07	4.10369e-07	1.0850658e-07	9.1017955e-07	4.127861e-07	6.7219025e-07	1.9726758e-06	6.30377e-07
ì	0.9603096	0.0041494253	0.031954054	0.00043882983	4.6830588e-05	8.188855e-05	0.0019392801	0.00010534391	5.329337e-05	5.324729e-05	8.4145744e-05	4.6272504e-05	7.407573e-05	0.00010865203	3.773171e-05	4.1760613e-05	2.6729213e-05	6.320758e-05	9.920865e-05	0.0001707777	8.006778e-05	3.538692e-05
s	0.13263212	0.83986765	0.02538052	0.0014058859	0.00014181912	8.328243e-06	0.00054627203	3.8630624e-06	1.0462811e-06	3.649361e-07	8.5878537e-07	1.2456562e-06	7.350984e-07	1.0086882e-06	1.1398099e-07	2.1809085e-07	1.0097867e-07	1.1041514e-06	1.125378e-06	3.8825692e-07	8.4855037e-07	4.411983e-06
e	0.81941205	0.13336031	0.026431615	0.0012722809	0.0001950385	6.793215e-05	0.00042468938	0.00032636677	6.401977e-05	0.000106777334	0.00010859732	7.788118e-05	2.1539303e-05	2.4015862e-05	6.735784e-06	8.551319e-06	4.9762048e-06	5.0221668e-05	0.00026741382	4.6707613e-05	2.5331648e-05	0.017697088
g	6.17422e-06	0.9868075	0.0017236377	0.00996338	0.0007000145	5.7077727e-05	0.0006748333	2.4555286e-05	1.0460658e-05	2.9663925e-06	6.2864738e-06	8.787588e-06	3.973262e-06	4.3075142e-06	3.2833074e-07	3.5243664e-07	1.2477632e-07	2.4535106e-07	3.981547e-08	1.8361406e-07	1.413787e-06	3.3265546e-06
a	0.060230825	0.06697128	0.7839613	0.032445353	0.0008377543	0.003757024	0.013237715	0.022118222	0.0013811555	0.0029225373	0.002337515	0.0010973546	0.0011338345	0.0016944782	0.0006136297	0.0005108663	0.00030900145	0.00055132556	0.0006094382	0.0017446307	0.00078000163	0.0007548581
p	2.4627687e-07	0.323805	0.0072885244	0.51647884	0.11898111	0.010710944	0.014768119	0.0045408607	0.0010001098	0.00046326427	0.00038818485	0.0010547119	0.00019851129	0.00017933504	2.5201693e-05	1.7701988e-05	7.5021294e-06	5.545393e-06	5.5058365e-07	4.216842e-06	4.072756e-05	4.076253e-05
ù	0.010961167	0.12922853	0.6281067	0.1705999	0.0009299463	0.004825741	0.02756519	0.017801872	0.0011472944	0.0026675179	0.0023566526	0.0006754869	0.00061728345	0.00091473944	0.00018527538	0.00012523096	6.158193e-05	0.00012014881	8.7502034e-05	0.00038529455	0.00016293384	0.00047406257
m	2.052063e-06	0.0068244394	0.37027484	0.515409	0.030674431	0.025290158	0.010569879	0.0382436	0.00049200765	0.0009398987	0.0002020037	0.0005689254	9.104074e-05	0.00013989011	4.7391804e-05	3.7516827e-05	2.031099e-05	5.918137e-05	2.6005964e-05	1.3260789e-05	2.9344663e-05	4.4829325e-05
