 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.7224695	0.017550748	0.0021756962	0.015772281	0.011304164	0.0061246166	0.014438108	0.21016487
ù	0.99887997	0.0011060341	4.3017967e-06	8.609195e-06	4.560944e-07	4.753558e-07	2.6563733e-08	8.731104e-08
t	0.9993975	0.0006023989	2.2138495e-08	2.400138e-08	1.8176854e-09	2.8191863e-10	1.2643991e-10	4.0422683e-09
t	0.96618503	0.030238884	0.0005753055	0.00022410869	2.3412515e-05	4.2749874e-05	2.0694777e-05	0.0026897213
o	0.9897323	0.00955234	0.0003374121	4.7966972e-05	5.914262e-07	1.2470783e-05	1.3163577e-06	0.00031560534
s	0.34291774	0.6560219	0.00074436463	0.00029489046	9.0206395e-06	3.026294e-06	4.9029234e-07	8.559683e-06
p	0.75339687	0.23744097	0.008213903	0.00077457866	2.6748865e-05	9.195209e-05	1.2139071e-05	4.279445e-05
ì	0.99669564	0.0030712492	5.3269752e-05	5.9994004e-06	5.198053e-08	3.7334863e-07	8.340375e-08	0.00017337728
t	0.085490696	0.8807178	0.03048574	0.0019812882	0.00023352871	0.00016391418	0.00020369785	0.0007233016
i	0.07586846	0.6595373	0.09936124	0.012409765	0.0019465195	0.0023559458	0.01648455	0.13203621
t	1.0039297e-05	0.13229208	0.86124295	0.0059591727	0.00013828193	0.00017608068	2.857503e-05	0.000152807
o	0.0016356253	0.6384731	0.35486427	0.0046198927	2.4249515e-05	0.00018341845	4.22211e-05	0.00015719837
f	3.7260617e-07	0.002252173	0.98562765	0.00960381	0.0015436648	0.00057623815	7.599289e-05	0.00032003297
a	0.0032620083	0.0783141	0.20550627	0.61380565	0.06447712	0.02328932	0.008448114	0.0028974237
b	1.4495498e-07	0.00080817257	0.7794284	0.21587475	0.0028737956	0.0005370701	7.0158756e-05	0.00040747237
b	0.00826012	0.06974856	0.61076707	0.2964442	0.0061604124	0.0067199017	0.0011513024	0.00074844476
r	0.50700504	0.4774205	0.00852582	0.006663565	2.7147415e-05	1.7977998e-05	2.1361386e-06	0.00033779448
i	1.0570018e-05	0.0028483176	0.6991252	0.28682888	0.009332805	0.000818985	0.0003057008	0.000729492
k	7.6303245e-08	3.6313515e-05	0.6184518	0.20663399	0.16577023	0.007455368	0.0007293083	0.0009229547
è	0.00067868386	0.0018993579	0.090598136	0.49849275	0.3643722	0.036860753	0.0064252187	0.00067294907
t	1.7739166e-06	0.00017826658	0.07237169	0.59547484	0.3184734	0.006441833	0.0042608483	0.002797283
s	1.0379398e-06	2.2474935e-05	0.00927234	0.7001246	0.22864167	0.011142077	0.02697315	0.023822617
a	5.9489694e-06	6.0997958e-05	0.0021560923	0.9074597	0.06008482	0.0062581724	0.002397261	0.021576956
n	2.9783604e-09	3.4613072e-07	0.0009584281	0.036857974	0.85005975	0.0917059	0.0068897237	0.0135278525
o	1.7688095e-05	2.5652076e-05	0.009979032	0.023450207	0.8729233	0.07113568	0.01802203	0.004446469
p	1.0669336e-08	4.412722e-07	0.0006009592	0.0008887871	0.5903642	0.37901536	0.01721209	0.011918192
e	0.00013411278	0.000112656635	0.0075292033	0.055982873	0.8385556	0.0852146	0.009166034	0.003304907
t	8.138191e-09	1.8793509e-06	0.0039140396	0.01802501	0.17220372	0.73660135	0.028108843	0.04114514
t	4.651279e-06	1.2151634e-05	0.0015557689	0.021638948	0.48788732	0.390736	0.08112786	0.017037282
ì	0.00021335043	0.0025324891	0.024863692	0.08128083	0.083959855	0.58544165	0.09376912	0.12793906
n	1.7536095e-08	2.8435582e-07	6.0611805e-05	0.0004329777	0.6927092	0.22898722	0.069272935	0.008536801
t	2.7273256e-06	1.6297942e-06	2.9484263e-05	0.00068717886	0.6516179	0.1889323	0.124659896	0.03406889
a	7.1882046e-06	1.8971605e-05	0.00011141568	0.011295738	0.17657332	0.5931769	0.06636022	0.15245622
c	2.4898246e-09	5.9590246e-08	4.1260073e-06	5.541689e-05	0.032371048	0.7517481	0.1343889	0.08143235
h	0.01077227	0.0050121327	0.012198952	0.6004321	0.34370983	0.017006522	0.0039881035	0.00688004
r	0.022461247	0.05428292	0.016564596	0.017135102	0.023384057	0.675395	0.062793106	0.12798396
ò	3.6452693e-06	1.942999e-05	0.00018414648	3.124583e-05	0.020208832	0.5615455	0.32250753	0.09549975
n	1.681774e-07	9.1467814e-07	1.3600457e-05	8.885904e-06	0.024840904	0.20720333	0.6689116	0.099020585
u	2.5852157e-06	4.0374125e-06	1.574805e-05	9.980944e-05	0.23515208	0.3469308	0.34485388	0.072941
a	5.8114946e-10	7.313761e-09	2.4757492e-07	7.0421805e-07	0.00038778273	0.20262422	0.55883414	0.23815285
m	2.7489067e-08	1.5685855e-07	1.2775035e-06	1.2997194e-06	0.0008768648	0.18317984	0.69347274	0.122467846
p	0.0001702919	1.1230972e-05	2.9266535e-05	0.00012712051	0.06277747	0.67315894	0.25388265	0.009842946
ì	0.52501786	0.20481251	0.013972391	0.0906053	0.0055195093	0.13199209	0.024002634	0.004077702
</S>	1.23624495e-05	8.388078e-05	6.4259e-05	6.8785645e-05	0.0078114243	0.14276102	0.74461114	0.104587115
