 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
à	0.97858757	0.0002552838	0.002212058	2.9509509e-05	3.233286e-05	3.3862903e-05	0.0010164375	3.5433568e-05	0.00018669946	0.0022570856	0.015353862
r	0.99999046	9.472139e-06	1.00037994e-07	4.2379394e-10	8.865122e-12	1.0076544e-12	2.9200926e-11	9.758807e-14	3.8761347e-13	2.3818866e-12	4.616813e-12
t	0.009354869	0.6403281	0.29197636	0.010337303	0.007459437	0.0062576784	0.00094911736	0.002338762	0.017517786	0.0031800757	0.010300425
e	0.00014506993	0.658998	0.31302366	0.012452227	0.004343314	0.002856575	7.930935e-05	0.00060499815	0.004358757	0.00046447178	0.0026735298
n	0.118494555	0.59886044	0.28198457	0.0006133224	1.7127195e-05	1.8148701e-06	2.0027215e-05	1.2305118e-07	3.1509273e-07	2.6442642e-06	5.1362235e-06
a	0.6989491	0.15262128	0.14641899	0.0016964955	0.00019450166	6.060309e-05	5.799109e-06	4.8648535e-06	2.4355002e-05	1.1219642e-05	1.2867249e-05
i	0.03171734	0.9485042	0.011991399	0.007354272	0.0003240461	6.453707e-05	2.8186761e-05	4.3599653e-06	1.8220666e-06	5.265606e-06	4.5553907e-06
v	0.0020838212	0.9307365	0.0071608247	0.058182683	0.0014823126	0.00029626337	2.8904644e-05	1.31921415e-05	3.8299386e-06	6.7844276e-06	4.872698e-06
ò	0.026613066	0.06638726	0.80004865	0.020212537	0.012639428	0.009468864	0.011633009	0.0032280695	0.031128557	0.017794147	0.000846415
s	0.00045344012	0.11055794	0.81407666	0.06982355	0.0035967124	0.0009781863	5.8876907e-05	0.00011805701	5.3680218e-05	0.00016250079	0.00012040189
t	6.117683e-05	0.0013986524	0.8465129	0.020944033	0.0051358733	0.003649532	0.00023936668	0.0006671433	0.0021641452	0.013660664	0.10556641
e	2.1343541e-05	3.116768e-05	0.9104403	0.07071132	0.006685808	0.003378247	0.001077632	9.228323e-05	0.00017623005	0.0003988963	0.0069868085
s	6.526213e-09	5.079558e-05	0.006763995	0.9526317	0.033503193	0.0065130484	0.00043071577	3.6453224e-05	7.2495163e-06	1.02467075e-05	5.2735344e-05
t	0.0002534072	0.0014927447	0.55290854	0.40944958	0.027527608	0.0069152163	4.4729582e-05	0.00023144789	0.00062511256	0.00022487996	0.000326728
u	0.0018547053	0.00019493206	0.50227064	0.4651683	0.022117611	0.0042362534	0.0020408812	8.7107954e-05	0.00010365873	0.00020100779	0.001724791
d	2.7886258e-09	4.4926983e-06	0.00093461556	0.9137313	0.07456235	0.010115385	0.00054469286	5.3700274e-05	7.230894e-06	1.0503244e-05	3.5627196e-05
i	5.001121e-05	0.0006629065	0.12129447	0.4819509	0.2198136	0.06360713	0.033668865	0.0049997456	0.041788902	0.02490597	0.0072574746
è	2.14346e-09	2.2770314e-06	0.0007348178	0.50998473	0.4347729	0.046830747	0.007491372	9.327031e-05	1.4857671e-05	1.6961521e-05	5.8117123e-05
o	5.3131632e-08	1.8871304e-05	0.0001655426	0.49510515	0.44213668	0.059386697	0.002025115	0.0008895101	6.686976e-05	0.00014444764	6.0987426e-05
n	1.4840102e-08	5.0973125e-07	2.641653e-05	0.10724976	0.55875343	0.32505524	0.005809263	0.0028046349	0.00010101085	7.857189e-05	0.000121061574
a	0.00017610844	2.0920386e-05	0.0007285475	0.18041265	0.5546813	0.24877682	0.0016124804	0.008173757	0.0042105005	0.00075176876	0.00045517983
n	7.727264e-09	3.229125e-06	1.6749484e-05	0.016604414	0.2361313	0.66505414	0.06483632	0.015256	0.0011991026	0.00057040673	0.0003283098
a	0.0027448984	0.0002197206	0.0021995688	0.09740438	0.45090815	0.4119848	0.0051889927	0.016887574	0.010644924	0.0012635139	0.00055346376
m	3.147995e-09	1.194184e-06	1.2882632e-05	0.011347173	0.1960638	0.7243204	0.04892897	0.017305953	0.001297262	0.00046829614	0.0002540342
à	0.0009366775	0.00017834982	0.0031537348	0.030957	0.34138206	0.39658815	0.09997332	0.019338408	0.0989291	0.007173754	0.0013894096
s	2.418539e-06	4.12813e-05	0.0001393503	0.006917561	0.30728844	0.6001848	0.022045169	0.048263196	0.006590134	0.00618225	0.0023454223
o	4.0096353e-07	8.318365e-06	8.077763e-05	0.003422918	0.14896311	0.12799996	0.6329622	0.020281386	0.01606245	0.017820107	0.032398283
n	1.5050884e-11	1.6959535e-09	1.4723757e-07	0.00011107999	0.02446291	0.7722523	0.08005765	0.10158841	0.014251451	0.0041069803	0.0031689967
a	9.342464e-05	7.9125977e-07	5.711296e-06	0.0006197828	0.03836802	0.58183765	0.010097245	0.22689304	0.124933764	0.012297039	0.004853542
d	1.4875287e-09	3.29161e-08	4.8974476e-07	8.605254e-05	0.0046359883	0.3016189	0.0041243853	0.60966766	0.061368126	0.012892196	0.0056061903
i	1.1461247e-05	3.8938365e-06	5.023297e-05	0.0009971217	0.025655003	0.20674038	0.2862091	0.068091206	0.36617208	0.03857874	0.0074907327
v	4.513339e-09	2.265518e-07	4.750732e-06	0.0010046703	0.026484663	0.48457378	0.036576327	0.30493647	0.10109768	0.031443022	0.013878413
e	0.00023623172	2.674331e-05	6.711992e-05	0.0015882695	0.03193261	0.2425198	0.04398339	0.16004848	0.4945867	0.019667441	0.005343169
n	2.6916092e-09	1.0618555e-07	1.5019666e-06	0.0002904598	0.009663038	0.26642543	0.01994596	0.42410034	0.18666787	0.06911845	0.02378689
t	0.000813949	8.322672e-06	6.5147156e-06	0.00012595637	0.002039095	0.057550028	0.00092377356	0.37021545	0.5194909	0.041986417	0.006839658
è	3.4550358e-05	6.704081e-07	5.7532657e-06	0.00036519728	0.0037122346	0.044730052	0.033346593	0.18085726	0.60894376	0.090065315	0.03793863
s	3.758008e-08	5.692231e-07	5.935625e-07	1.27416415e-05	0.0003057771	0.015549331	0.0006147152	0.5469099	0.2209188	0.2043881	0.011299472
