 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.76998496	0.053297646	0.002114828	0.0008939484	0.003950384	0.00012267918	4.122678e-05	0.0103523405	0.0031357224	0.00042145583	0.15568489
n	0.8946568	0.056609817	0.00817123	0.0063409447	0.03160893	0.00025638615	3.1217444e-06	0.002323752	2.6954642e-05	6.21572e-07	1.3953824e-06
ì	0.8863737	0.108572915	0.0041607134	0.0005999043	0.00023123022	1.0504161e-05	7.468158e-07	3.7930356e-05	1.1431142e-05	3.6542448e-07	6.1215235e-07
c	0.0061409394	0.98543787	0.0080800075	0.00031754855	2.0542428e-05	5.8882466e-07	9.073573e-08	1.8748607e-06	1.6866329e-07	6.420507e-08	3.6073615e-07
h	0.077032484	0.20532589	0.10986792	0.14122082	0.2583169	0.00067140267	9.546297e-05	0.00079427584	0.00022705896	0.00013517473	0.20631258
e	0.15194072	0.52068377	0.16125187	0.011583736	0.00028315876	9.850878e-06	2.5832534e-05	0.00014325161	9.869671e-05	3.66148e-05	0.15394239
n	7.1271124e-06	0.24281852	0.68662506	0.06956867	0.00089784607	2.5436544e-05	6.7950555e-07	4.272383e-05	2.6766363e-06	6.9953096e-08	1.1269876e-05
d	0.00020513257	0.11235119	0.73468757	0.15231808	0.00036393746	3.942833e-05	9.602801e-06	8.526226e-06	1.0043323e-05	7.7716066e-07	5.6545273e-06
ì	0.024878126	0.08033065	0.5214218	0.2409225	0.084597	0.00092660467	0.0010401532	0.0019712502	0.0015368253	0.00034038798	0.04203477
s	1.4816604e-06	0.015582187	0.7903773	0.17730165	0.015747787	0.00011644448	0.00020405832	0.00015722995	5.7789784e-05	6.099238e-05	0.00039305334
o	5.3679655e-06	0.011363205	0.17159514	0.60087395	0.09867899	0.00055185606	0.00017372904	0.0007402207	0.00029168528	0.00067115127	0.115054704
n	7.21994e-11	1.0114727e-06	0.0057488275	0.9195138	0.06895841	0.0054515637	0.00018051687	8.777041e-05	2.2682574e-05	2.4271817e-06	3.288601e-05
