 	che	consuma	poco	benzina	</S>
n	0.6021471	0.05181527	0.0070220674	0.036997292	0.30201825
a	0.99062854	0.009345488	2.4405274e-05	1.2585224e-06	2.0397262e-07
k	0.28734893	0.6995333	0.012914329	0.00015980743	4.366868e-05
o	0.061100867	0.24705479	0.08081643	0.46050277	0.1505251
n	0.002855069	0.98382723	0.011848624	0.00068995747	0.00077907444
s	0.10143892	0.89270085	0.004887598	0.0007216908	0.00025090022
u	0.025514679	0.93371445	0.020602236	0.0076469565	0.0125217065
m	1.2622523e-05	0.4356946	0.5295209	0.012208954	0.022562906
è	0.0059619574	0.42377448	0.220216	0.34494635	0.0051012277
t	0.00047558174	0.48353133	0.32236835	0.096971594	0.09665307
s	0.0006134335	0.24081089	0.10675139	0.35402343	0.29780087
i	0.000200445	0.17780568	0.2029774	0.16899796	0.45001853
a	3.452883e-08	0.0008152187	0.8642021	0.042945966	0.09203678
l	1.2697225e-06	0.0010871164	0.91751105	0.04675753	0.03464305
ì	0.00011419622	0.0039486056	0.10503771	0.8646726	0.02622689
o	2.7742522e-05	0.0020498354	0.06513748	0.7042853	0.22849958
b	4.7455564e-09	1.2388124e-05	0.20854682	0.291924	0.49951673
e	1.4581936e-05	0.00027651328	0.03436222	0.9560018	0.009344858
n	5.8950675e-09	2.694673e-06	0.0020796782	0.58190596	0.41601166
z	0.0012112141	0.00041882478	0.009364618	0.948132	0.04087346
ì	0.42203858	0.15049528	0.03204255	0.3876149	0.007808679
n	8.5789125e-06	0.00026747494	0.008121387	0.6909954	0.30060717
a	1.9045013e-06	0.0014612663	0.035660163	0.82502645	0.13785025
</S>	9.937723e-11	2.0086032e-08	0.0003321307	0.08029531	0.91937256
