 	forse	stanno	ancora	svegli	</S>
f	0.99953926	0.00026803956	6.086468e-06	6.7354136e-05	0.00011921757
ò	0.8726182	0.118573904	0.0063441712	0.0019583185	0.00050544244
r	0.9960771	0.0039146445	2.0650969e-06	2.228103e-06	3.9674574e-06
s	0.0021594784	0.9220205	0.012000828	0.015333439	0.048485726
i	1.0995954e-08	0.9976077	6.124259e-05	4.254174e-05	0.0022884374
s	4.52293e-06	0.9831717	0.012628684	0.001080833	0.0031142065
t	3.3238548e-06	0.96652895	0.033226334	5.894427e-05	0.00018244427
è	3.5818175e-06	0.9989536	0.00074610993	1.5950334e-05	0.000280848
o	5.593251e-07	0.04858118	0.6989045	0.12687592	0.12563783
n	3.6399108e-08	0.022075452	0.9118448	0.034502402	0.03157734
e	6.6280023e-07	0.017670225	0.98018056	0.0017274711	0.00042112372
a	1.2503723e-09	2.6388392e-05	0.37554577	0.58611304	0.038314838
n	1.1815925e-08	3.287601e-05	0.39637193	0.58397996	0.019615201
k	2.0576406e-06	0.0028710288	0.9731582	0.022960324	0.0010083748
ò	0.027056579	0.8741383	0.06439853	0.0318754	0.0025311802
r	2.041398e-05	0.0027021624	0.12559439	0.75512403	0.11655905
a	1.7781685e-08	0.22155383	0.35046396	0.41207135	0.015910821
a	4.3368153e-11	9.5835645e-08	0.007242176	0.941282	0.05147576
t	2.6273292e-10	1.9102292e-06	0.0033477503	0.9097205	0.086929776
s	6.0575482e-09	4.4755023e-05	0.36388043	0.6106958	0.025379006
ù	0.00021812686	0.20020376	0.20238861	0.11485332	0.48233616
n	1.5996575e-07	2.1076016e-06	0.0030729966	0.9389184	0.058006365
n	2.350681e-08	0.00038184083	0.017223705	0.95979905	0.022595355
i	8.496289e-08	3.0928735e-05	0.00043178405	0.8375771	0.16196007
t	1.1998642e-10	5.500174e-07	0.00013973456	0.25753686	0.7423229
i	2.8871374e-09	4.6926285e-05	0.006949882	0.67039555	0.32260758
</S>	1.3493488e-11	9.976991e-08	3.286054e-05	0.012952713	0.9870143
