 	era	molto	stanco	</S>
ì	0.95985615	0.035111383	0.0017272095	0.0033052121
o	0.9869573	0.013040894	1.7795003e-06	4.8226066e-11
n	0.89385724	0.10396526	0.0021670968	1.0382158e-05
e	0.7710283	0.22698432	0.001734242	0.0002532177
p	0.0019254932	0.99609935	0.0018533143	0.00012182136
o	0.0032674363	0.0021001948	0.9717799	0.022852384
d	2.5718275e-05	0.99309087	0.005949307	0.00093409093
d	0.10783052	0.7192596	0.16585456	0.007055234
h	0.061775185	0.90121174	0.031399924	0.005613151
ì	0.0002561711	0.99068695	0.0064187692	0.0026380676
s	0.00034084622	0.67909443	0.15728995	0.16327475
t	0.0009877629	0.89932775	0.032816615	0.066867754
r	1.03632365e-05	0.0042616287	0.7620156	0.23371246
à	1.706082e-06	0.03934578	0.2545803	0.7060722
k	2.4379384e-05	0.092881605	0.2859068	0.6211872
k	0.006455426	0.21777657	0.7691988	0.0065692742
o	6.2999163e-07	0.00097232213	0.9686603	0.030366687
</S>	4.5067914e-09	7.2750986e-06	0.043074477	0.9569183
