 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.72823906	0.02823984	0.00027460657	5.0742492e-05	0.0005896649	0.0038252743	0.01686068	0.22192019
a	0.9370886	0.0628367	4.0480536e-06	8.106727e-06	1.8518731e-06	3.9762686e-05	1.3017525e-05	7.851527e-06
k	0.09884397	0.9011427	1.1059251e-06	2.5035367e-06	9.0550856e-07	6.6534258e-06	1.3972564e-06	7.064116e-07
à	0.22266474	0.5317978	0.017756524	0.004721766	0.0050620306	0.050969183	0.14358343	0.023444498
j	0.054088186	0.87934405	0.060399294	0.0018424073	0.0021901194	0.0003601341	0.0006712546	0.001104448
o	0.11043314	0.8194494	0.0003628722	0.0008210651	0.00017016572	0.00011562063	0.00061565643	0.06803206
t	0.00011597005	0.95776504	0.01358436	0.026373364	0.0010930771	0.00051399425	0.000109857516	0.00044432233
r	0.0025530274	0.9946185	7.705755e-05	0.0017589474	2.8271e-05	0.000642592	6.957707e-05	0.00025211103
a	0.00011966082	0.9953219	0.0006700356	0.0032195144	0.00010028078	0.00022723795	2.99859e-05	0.00031145674
v	1.17788595e-05	0.021408748	0.52380484	0.43264785	0.0039196946	0.010938555	0.00085182604	0.006416698
ù	0.00038441847	0.09540374	0.23582114	0.04507701	0.061191138	0.093935415	0.42650786	0.041679334
d	2.819084e-06	0.002221685	0.8244169	0.07578199	0.09205721	0.001144591	0.0019997063	0.0023751706
i	0.0010705537	0.34672943	0.0034896978	0.0053037456	0.032114696	0.008419866	0.018691896	0.5841801
a	2.0548544e-08	0.00021588795	0.089170344	0.51982725	0.16436465	0.17389174	0.010692472	0.041837625
i	1.4268777e-06	3.291818e-05	0.0704912	0.64717615	0.09088321	0.16720112	0.005757866	0.018456131
g	3.1806208e-06	1.729939e-05	0.028181145	0.64218485	0.114841595	0.20027258	0.0060340455	0.008465271
r	0.0003829391	0.0027602622	0.006434971	0.016915062	0.22422686	0.3925225	0.3271623	0.029595017
à	0.0011703381	0.0020233686	0.008398924	0.090432845	0.29979736	0.2851985	0.15817831	0.1548004
f	7.641574e-08	8.15884e-06	0.009710722	0.014603088	0.8801084	0.051868413	0.037287217	0.0064138733
u	0.0014115439	0.06036761	0.00050840323	0.0071970928	0.32357535	0.19069575	0.07222178	0.34402242
t	1.263807e-09	7.7689816e-07	7.963195e-06	0.00038182185	0.003980766	0.7204258	0.17731102	0.09789192
t	6.797927e-05	1.7568305e-05	3.9030812e-07	0.00010440218	0.0003835809	0.87744	0.0480913	0.07389478
e	0.0003536383	0.00020634386	4.275262e-06	2.0547834e-05	0.0008776637	0.59215736	0.27696273	0.12941754
a	6.110621e-08	2.2189248e-07	7.792443e-06	0.00026707287	0.00037661046	0.17071885	0.3131855	0.5154439
t	1.2783295e-06	1.0808146e-06	2.5557521e-05	0.00056250655	0.0014325326	0.15748869	0.5273447	0.3131436
s	4.709057e-05	1.2233168e-06	2.273962e-06	0.00016294651	0.00013879324	0.39518398	0.5586094	0.045854222
è	0.001626569	0.0076678093	0.0008546798	0.0020947417	0.003590144	0.21793073	0.62135446	0.14488085
n	2.57306e-08	1.4811162e-07	1.7772241e-05	0.00010261276	0.0002584812	0.0322313	0.863009	0.104380585
ì	0.00020421563	1.1562709e-05	1.9740003e-06	1.6831955e-05	0.00021659714	0.049607545	0.8575735	0.09236784
t	2.1037918e-08	4.027886e-07	9.541811e-06	3.757018e-05	3.491881e-05	0.007182457	0.6888113	0.30392376
t	2.914575e-07	1.7993426e-07	1.5117358e-07	1.0780351e-05	3.4168945e-05	0.14155857	0.27064466	0.5877512
a	8.291851e-06	5.500492e-06	2.1397582e-07	7.1843084e-07	7.661421e-06	0.038855173	0.20701249	0.75411
</S>	4.039819e-09	3.822062e-08	1.6981217e-07	2.2423023e-06	7.7545934e-07	0.0027462852	0.060590345	0.9366601
