 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.75605476	0.01914511	0.0036583645	0.0034978422	0.00029203386	0.019624567	0.010012482	0.1877149
n	0.8376384	0.14375295	0.006883384	0.0092215035	1.7461034e-05	0.0024332	5.1650495e-05	1.5059726e-06
è	0.7908594	0.20235556	0.0036769419	0.0022058117	2.4483166e-05	0.00083386735	4.17113e-05	2.0945686e-06
r	0.06684271	0.9105606	0.021670107	0.0007227737	2.6376765e-05	0.0001090108	2.4777873e-05	4.3647568e-05
t	0.045006525	0.7450572	0.053922478	0.011422341	0.0012078527	0.02501304	0.0032633834	0.115107134
i	0.00013473381	0.5269373	0.39162335	0.009917647	8.47995e-06	0.00019289182	5.5928456e-05	0.07112958
s	4.2639084e-07	0.12999055	0.8449492	0.024433365	6.313583e-05	0.00036018717	2.9233592e-05	0.00017394531
t	0.00040361166	0.18481223	0.60874164	0.18524764	0.0033680927	0.013922182	0.00238947	0.0011151411
e	5.2389005e-05	0.107088596	0.8219092	0.06817293	1.577939e-05	8.3940686e-05	5.2416144e-05	0.0026247394
s	3.2758976e-09	0.001288402	0.8058913	0.18316235	0.0076617072	0.0010123465	0.000195226	0.00078864483
e	3.2638713e-05	0.009568155	0.4051128	0.5538199	0.016867464	0.011965536	0.0022193743	0.00041408066
t	1.2030393e-09	4.1279323e-05	0.19673792	0.54724836	0.23852159	0.012737623	0.0015772674	0.0031359603
t	9.614247e-07	0.00047900822	0.5065488	0.440505	0.04658616	0.004039846	0.0016459557	0.00019418565
à	1.995583e-05	0.0049912687	0.8220395	0.14993612	0.0028178233	0.0057735965	0.0020078705	0.012413863
e	7.0829724e-09	2.054729e-05	0.014904472	0.10363125	0.8008827	0.06230931	0.012660601	0.005591158
v	5.606359e-09	9.163703e-06	0.0053408174	0.024435716	0.7950437	0.104503825	0.045440067	0.025226649
ò	4.0487544e-06	2.4787038e-05	1.827347e-05	0.0015304304	0.0924218	0.77991235	0.12166559	0.0044227093
s	2.708868e-08	8.150724e-06	0.00050964364	0.0023896645	0.06401093	0.6116602	0.27566898	0.045752373
t	1.0938385e-08	0.00045777013	0.0055870214	0.039005015	0.030479688	0.7355518	0.13267617	0.05624254
e	1.12012934e-07	1.2125888e-05	0.00017126166	0.0019254504	0.0057476205	0.6705681	0.18689375	0.13468157
m	2.8896846e-10	1.1990909e-07	7.557997e-05	0.00025710094	0.0036485195	0.0457615	0.28382957	0.6664277
a	9.7536095e-08	1.3361637e-06	1.9137435e-06	0.00016458654	0.017767487	0.6294688	0.3412572	0.011338556
r	3.8306792e-11	8.642463e-09	7.632627e-06	1.5791042e-05	0.00020616586	0.010005042	0.5973629	0.39240253
è	2.3183058e-05	3.2021344e-05	1.889607e-05	0.000102614395	0.0033781247	0.15186223	0.8339963	0.010586689
o	8.655669e-09	7.8175464e-07	2.5048294e-05	3.1768937e-05	0.00071910693	0.030755356	0.86038065	0.1080874
</S>	2.4029043e-10	3.6890714e-08	7.2680145e-06	8.257327e-06	3.0032686e-05	0.0020418721	0.15686432	0.8410483
