 	sta	seduta	nel	giardino	</S>
s	0.93584776	0.013579623	0.0046883216	0.0009913329	0.04489298
t	0.98630446	0.012571046	0.001072678	4.569689e-06	4.7245612e-05
è	0.9961074	0.0028748638	0.0007261481	2.3693966e-07	0.00029138284
i	0.06567393	0.9121797	0.020306066	2.3662677e-05	0.001816636
k	0.0069624595	0.8583297	0.1332963	0.0002290818	0.0011825337
a	0.004518836	0.8943875	0.057477325	0.0069923787	0.036623932
s	6.0133066e-06	0.66017604	0.3031737	0.0023197199	0.034324557
i	0.014789481	0.8313151	0.1462797	0.004902977	0.0027127755
m	2.907743e-07	0.27939266	0.6421017	0.01806141	0.060443908
m	0.00025528503	0.8540758	0.13257419	0.010179	0.0029157274
è	0.76761085	0.2241605	0.006335175	1.42599365e-05	0.0018792052
n	4.602275e-05	0.5792642	0.26402733	0.10194306	0.0547194
i	0.0008807368	0.21544538	0.22121102	0.23316705	0.32929587
s	8.047567e-09	0.00078180124	0.7536553	0.12555066	0.120012194
t	0.0004806363	0.025913112	0.9058782	0.06440497	0.0033230172
o	0.00012533911	0.020689052	0.6276409	0.19289744	0.1586472
n	3.4644923e-08	4.4440843e-05	0.17244107	0.5886827	0.2388317
g	0.00031814203	0.0009354572	0.35691974	0.6356918	0.00613477
h	0.12403043	0.69163615	0.1318319	0.042610854	0.009890596
i	3.3318628e-07	0.0003656709	0.0869785	0.40018657	0.51246893
a	3.6069594e-09	4.362187e-07	0.003604988	0.68821436	0.30818018
r	1.4335997e-07	1.7063793e-06	0.00074170186	0.887406	0.11185046
d	0.0010574106	0.0014915854	0.019289387	0.97190946	0.0062521985
ì	0.769763	0.13561738	0.06676602	0.02549872	0.002354785
n	5.979386e-06	0.0015496552	0.029939517	0.6063655	0.36213934
o	0.00010461003	0.0068848035	0.12907337	0.32333094	0.5406063
</S>	1.5195196e-10	6.6627783e-09	7.6133576e-05	0.054182846	0.945741
