 	non	mi	aspetti	che	non	vengo	</S>
m	0.15183057	0.74991053	0.007047062	0.001432127	0.0005555671	0.0027021272	0.08652202
ì	0.07225821	0.2947609	0.5503407	0.03652944	0.011646771	0.026453834	0.008010045
m	1.1253719e-05	0.68831956	0.3098091	0.0007167168	2.4165929e-05	6.484084e-05	0.0010543081
e	2.2690841e-05	0.06828938	0.891198	0.008429658	0.0010225257	0.002389387	0.028648332
m	2.7933433e-05	0.7116182	0.2628701	0.023306863	0.00021578236	0.00029271768	0.0016683475
ì	7.828008e-06	0.0017062839	0.8941559	0.07003425	0.007300171	0.01911671	0.0076788156
n	1.7259406e-09	0.019400563	0.89727724	0.04388221	0.008250919	0.0058114096	0.025377555
e	2.2165385e-07	0.113325156	0.7366666	0.0702001	0.01076918	0.006252041	0.06278672
k	1.1030584e-09	0.00014636117	0.0037510735	0.97017485	0.02042305	0.0028510888	0.002653608
a	9.183419e-06	0.0001078757	0.60358727	0.13416338	0.10338782	0.10546467	0.05327979
e	7.315359e-10	8.24714e-06	0.0005109419	0.74457735	0.20194247	0.027556904	0.025404193
n	1.8449557e-08	0.0003086059	0.00014226045	0.39066902	0.55240315	0.044753723	0.011723228
è	4.382076e-06	0.00019316647	0.0020253272	0.22962157	0.67944276	0.0877034	0.0010094383
r	2.576795e-06	2.595689e-05	0.01243032	0.00509714	0.3537732	0.54684645	0.08182438
k	3.6529484e-06	0.054186188	0.047719467	0.023309734	0.5403357	0.15517628	0.17926896
u	9.561074e-06	0.022868928	0.009733077	0.0046613696	0.15912448	0.3829373	0.42066526
m	1.1982099e-10	2.0064691e-08	2.748547e-07	0.000741887	0.017789444	0.66811204	0.31335634
e	1.1857678e-07	1.6278937e-05	0.00036939344	0.009081559	0.3512585	0.60541654	0.0338576
</S>	2.541004e-10	5.0981317e-08	1.03170485e-07	0.000157417	0.00093514	0.18912232	0.809785
