 	il	muro	vuole	uno	specchio	</S>
o	0.067134656	0.14392853	0.02191853	0.008372217	0.0041433843	0.7545027
t	0.4372497	0.03009419	0.53113985	0.0014726717	1.8645434e-05	2.500342e-05
ì	0.93718916	0.049283925	0.013472312	2.8605695e-05	1.2994735e-05	1.3061704e-05
c	0.0030123102	0.85534537	0.13562594	0.0016749755	0.00013095165	0.0042104623
h	0.052052993	0.0034270843	0.017530732	0.6044914	0.0010971576	0.32140067
o	0.010303354	0.038305134	0.016057784	0.004803872	0.00021041423	0.93031937
t	0.0003557313	0.014038987	0.89797693	0.01333656	0.0021971082	0.07209456
è	0.026705805	0.011169088	0.9449644	0.00292199	0.008162387	0.006076212
l	3.8227867e-05	0.07679908	0.13529767	0.27142984	0.011954277	0.5044809
i	5.3671505e-05	0.0064121746	0.07282828	0.6471483	0.0006724482	0.27288508
n	3.6931948e-07	7.009221e-05	0.024677154	0.4754306	0.13629955	0.36352217
a	0.000968751	0.0014827418	0.17885613	0.65527165	0.15146202	0.011958777
n	5.0388984e-08	1.1537173e-06	0.0012847016	0.43198586	0.460835	0.10589323
g	0.0014203297	0.00063577614	0.02815786	0.76440954	0.20118536	0.0041911956
h	0.8256365	0.0069016223	0.017541662	0.12423808	0.0029230835	0.022759076
i	0.018273253	0.0041789054	0.016987719	0.4373287	0.259317	0.26391447
a	3.4187174e-08	7.3228034e-07	0.0007230871	0.061470676	0.6160695	0.32173595
l	4.987283e-07	1.4560354e-06	3.1486634e-05	0.004653168	0.84133095	0.15398255
ì	0.0011957441	7.934145e-05	0.0018662785	0.8182225	0.15770335	0.02093273
</S>	9.8851146e-05	0.00045783696	0.0011550144	0.035399403	0.097482674	0.8654063
