 	voglio	che	Maria	viene	domani	</S>
t	0.24109647	0.20284559	0.033463284	0.10023023	0.0076150745	0.4147494
è	0.97876084	0.021180363	4.6369805e-06	5.2547555e-05	8.3025036e-08	1.5374018e-06
l	0.95346165	0.046298347	9.112894e-05	7.2585215e-05	1.23793425e-05	6.3838146e-05
o	0.0066178027	0.092336014	0.0059553375	0.027648067	0.00010951359	0.8673333
e	0.54662836	0.4243158	0.012605618	0.0135630155	0.00021204895	0.002675237
M	0.04214804	0.07428642	0.73694724	0.08611026	0.04285767	0.017650345
a	0.0022556554	0.31240043	0.05041822	0.63083756	0.00040181732	0.0036863214
r	0.007610902	0.17258191	0.14206155	0.6109208	0.019060664	0.047764134
ì	0.7235309	0.23519377	0.012040009	0.02608899	0.00026199216	0.0028842634
a	0.0015993268	0.21428585	0.7094088	0.0079367235	0.058902476	0.007866886
n	3.067791e-06	0.0038752088	0.39787406	0.025850572	0.2378823	0.33451483
a	0.022090985	0.03896376	0.52287465	0.1925794	0.20131385	0.022177424
r	4.7139636e-07	0.0004509235	0.16463703	0.37073833	0.28180557	0.18236767
t	0.010065164	0.027592087	0.0366755	0.9081614	0.010346544	0.007159276
i	0.0011571225	0.0013125278	0.0008071391	0.51300216	0.0039909915	0.4797301
à	4.1401616e-08	1.33027925e-05	0.019323627	0.03734764	0.51718503	0.42613032
v	8.3440955e-07	4.4066343e-05	0.019342007	0.0031322623	0.96242326	0.015057631
v	0.0037721735	0.030259341	0.01808951	0.5205004	0.12128862	0.30608997
r	0.057192206	0.024096709	0.000840377	0.045656666	0.01152642	0.8606877
i	6.1872934e-06	0.0014759907	0.0006015639	0.29152316	0.029583354	0.6768098
</S>	4.980517e-09	5.007946e-07	9.1704154e-05	0.007065342	0.11340462	0.8794378
