 	qui	dentro	vuole	un	tappeto	</S>
e	0.9139159	0.025569469	0.0004258016	0.0005560814	0.014717893	0.04481486
t	0.27498573	0.713052	0.011096477	0.00032045442	0.00054428226	1.1414168e-06
t	0.95041746	0.048231438	0.0012892995	4.5553494e-05	1.535002e-05	9.045063e-07
ù	0.9929892	0.0060707415	0.00079800066	1.3779827e-05	8.5806976e-05	4.2460484e-05
m	0.03030721	0.9464602	0.022230394	0.0005897806	0.00037080314	4.1738174e-05
è	0.0022220023	0.94481045	0.010987349	0.0028198597	0.0325444	0.006616075
s	0.00030229575	0.8231997	0.14190494	0.019131752	0.011135872	0.004325636
a	0.024968546	0.5878811	0.15623364	0.028666068	0.016363716	0.18588684
t	9.643452e-07	0.0006367132	0.95562696	0.03363138	0.0050937003	0.0050102556
è	0.0014226518	0.0031694905	0.9643257	0.028154494	0.0012673532	0.0016601977
l	2.6990408e-06	0.005744881	0.3083681	0.50283617	0.14969659	0.03335154
i	0.0024882425	0.43347597	0.35022914	0.028096655	0.04152476	0.14418529
è	2.3348287e-08	7.866033e-07	0.041894052	0.78432554	0.13714291	0.0366366
n	1.4564952e-06	2.0893167e-05	0.028493783	0.8785739	0.07623082	0.016679075
a	3.630445e-05	7.087712e-05	0.048491288	0.8610323	0.043027315	0.047341842
t	1.7063892e-08	3.2672045e-08	0.0002922181	0.26649168	0.6429755	0.09024058
a	2.5032681e-05	1.6728663e-06	0.004272668	0.8335344	0.13235547	0.02981084
p	1.0055265e-08	3.4771368e-08	0.0001364162	0.050662685	0.741296	0.20790488
p	5.2472493e-05	0.0004324704	0.00088833354	0.06118806	0.9343892	0.003049504
è	0.4334562	0.01287535	0.028731149	0.095690764	0.41428068	0.014965781
t	6.3764224e-07	2.7242622e-05	0.00061872206	0.08775134	0.8346943	0.07690767
o	1.8921268e-07	8.9066623e-07	0.00047871863	0.034157433	0.5585737	0.40678903
</S>	3.062247e-09	6.949816e-10	1.4158297e-06	0.00036641723	0.07537275	0.9242594
