 	si	è	rotta	la	coppa	</S>
a31	0.186997174577	0.0191365030672	0.265266846652	0.342033738987	0.0622511349209	0.124314580029
a20	0.249606451868	0.0226687778946	0.244669757803	0.185284654	0.0548176509132	0.242952692118
a19	0.328482775086	0.017454735463	0.169453463964	0.07127557428	0.0750459392091	0.338287506304
a18	0.328478657908	0.0131226723657	0.0978548829505	0.0498527098887	0.140082350037	0.370608727065
a27	0.222172072277	0.0128605294926	0.0896242237224	0.0626235499516	0.212818782763	0.399900841322
a31	0.149162137637	0.0126827136226	0.145947915698	0.141239959328	0.201428915147	0.349538352287
a39	0.116012456552	0.0226968256274	0.13550120181	0.22127561997	0.236287410124	0.268226478322
a31	0.043251969439	0.0262234209613	0.114698884429	0.230311164993	0.306879293536	0.278635262287
a46	0.0181282749809	0.0259274622203	0.106248691373	0.219626825491	0.35161529809	0.278453440062
a31	0.0293077395183	0.0311664362149	0.119087874641	0.165445605724	0.382016438493	0.272975907654
a20	0.0475711293652	0.0479803980112	0.121955164419	0.0963946339813	0.366010429751	0.320088268618
</S>	0.0482406487119	0.0683774765386	0.0684916163558	0.0744608420607	0.388882211601	0.351547237309
