 	lo	sentii	che	viene	</S>
a43	0.0637867596365	0.52917115527	0.014120733498	0.0165685801481	0.376352791744
a17	0.028328309229	0.568723979063	0.0330000837727	0.0163697578892	0.353577874507
a11	0.0172993023391	0.585180488294	0.0639867286082	0.00761830189911	0.325915167525
a31	0.0133528198783	0.518993738681	0.145703104153	0.00385444887121	0.318095890746
a46	0.0166355374188	0.487924290037	0.156972091918	0.0068596724008	0.331608413884
a6	0.0495246912951	0.459359391769	0.0970409379593	0.0266149980697	0.367459997433
a31	0.0590053205119	0.406720688906	0.115100879846	0.0295963538638	0.389576781321
a15	0.0970571203826	0.281566510051	0.154274350009	0.0710536631623	0.39604837505
a20	0.123251936062	0.128890838184	0.146207159094	0.184909523472	0.416740545113
a31	0.107822907655	0.1863872217	0.0949105937758	0.171146746665	0.439732525228
a17	0.107078978341	0.181582102148	0.117701611739	0.157676567424	0.435960737933
a31	0.0771179686128	0.20369052748	0.118984395153	0.160003864689	0.440203223639
a13	0.0729332865405	0.211988354545	0.113680687758	0.155226395919	0.446171252568
a39	0.0693271292519	0.0894162404608	0.126140891334	0.255695530262	0.459420205416
a46	0.0481128205107	0.0572867181172	0.0769062558093	0.322553056437	0.495141163539
a31	0.0980354485842	0.0799377895983	0.0407270390898	0.235050484017	0.546249252754
a18	0.121644859186	0.0781873205146	0.0290321016129	0.228365856889	0.542769873359
</S>	0.0911179138799	0.0460573499216	0.0326574714959	0.328302615188	0.50186466388
