 	ho	scritto	una	lettera	al	mio	fratello	</S>
a10	0.169140169746	0.170079019246	0.110437088386	0.0620786037278	0.176597847025	0.109818809053	0.160249137088	0.0415993342497
a31	0.161010206856	0.120978313845	0.174071148843	0.0531691318627	0.147203984062	0.194962164757	0.105102771758	0.0435022829114
a37	0.175411629375	0.0855400602525	0.195807263802	0.0375914605349	0.098455573571	0.216219274544	0.114741721656	0.0762330102447
a31	0.218691153666	0.0636299282469	0.20545110338	0.0294659679931	0.0710520361568	0.180636165372	0.161317712922	0.0697559293785
a20	0.204261867235	0.0490599405837	0.200961399784	0.0260349715838	0.0513971167772	0.167730202706	0.233559058544	0.0669954463255
a31	0.221469665552	0.0368079051983	0.195997177136	0.0300464204966	0.0340141541481	0.147468002355	0.264245590558	0.0699510907127
a20	0.203215656148	0.0210223877178	0.181363945639	0.0445207475732	0.0283040804323	0.139791520412	0.251154316296	0.130627360208
a13	0.108759320095	0.0183342338779	0.188001700307	0.0614031738478	0.0315706262007	0.098144899084	0.263680450939	0.230105599705
a20	0.06273665336	0.0297257403073	0.204027540357	0.0609898318983	0.0328303038095	0.0740289002413	0.261818428373	0.273842595932
a24	0.0426203288839	0.0466556643345	0.19659430324	0.0865145730004	0.0592096941895	0.0717786363478	0.198581955384	0.298044836787
a31	0.0305728814796	0.0996549904119	0.134634688051	0.11230569231	0.101882382706	0.0959442867076	0.138578430961	0.286426650531
a0	0.0377433548931	0.127476448481	0.0595475469327	0.145279702035	0.116245685667	0.0950744426669	0.123866383687	0.29476644493
a35	0.039075896056	0.137218817892	0.0331598517726	0.199403810153	0.107589934862	0.0541239857036	0.104698189736	0.324729523973
a0	0.0227938423659	0.161137665557	0.0288910165305	0.215660364098	0.091625045442	0.0317879312745	0.101477533712	0.346626619516
a31	0.0161780045976	0.162260870342	0.032932737969	0.20670085698	0.0879572281577	0.0452014327932	0.0976751536573	0.351093737803
a11	0.0524419402234	0.123862017173	0.027861162429	0.185166356949	0.0813087911916	0.0588303280741	0.122075149639	0.348454271781
a20	0.0669771897837	0.114280763786	0.0207029727951	0.170337655377	0.0657088491459	0.04844650165	0.14911891986	0.36442715186
a41	0.0463848215321	0.143561045175	0.0133803205552	0.169293001957	0.0598136016182	0.0413005272127	0.146880477293	0.379386218773
a10	0.0601468891315	0.132596791782	0.00965700847397	0.149045024391	0.051840991967	0.0373108951316	0.163361669518	0.396040758004
</S>	0.0657831149875	0.12846526447	0.00751440246508	0.133578217495	0.0505074345155	0.0350673414008	0.168671057949	0.410413196292
