 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
a46	0.142434302639	0.100716619198	0.00410641208683	0.0421543619117	0.00805550870553	0.00994110929229	0.000702779873264	0.00687817533096	0.00148990953212	0.00814166669121	0.00304348940407	0.277293067339	0.0243264512779	0.0243371368243	0.0265645429188	0.00892945384028	0.0216015752381	0.0861962830844	0.197105202377	0.00598194865392
a31	0.128273648077	0.0364725475422	0.0104957529449	0.056847219243	0.0102517400609	0.0122305526176	0.00124114643316	0.0142054998035	0.00444660660926	0.00903166958501	0.00317702188262	0.291880345445	0.0246052564352	0.0212328537931	0.0452528813528	0.00902442149982	0.0813712054	0.0453373884858	0.186463992728	0.0081582303128
a20	0.200313857023	0.028284706299	0.0149131409297	0.0775078183184	0.00751976476133	0.00811993783753	0.00122455066182	0.0265868443367	0.00511603442752	0.00431817380851	0.00151121360866	0.180691954933	0.0105721673177	0.0164878025658	0.037577856086	0.00498011985894	0.150049421853	0.0315594001402	0.185934583161	0.006730632973
a11	0.29157698739	0.0310783182326	0.0129667677084	0.0984409059573	0.00427059880516	0.00401522822025	0.000501952066416	0.0333314337264	0.00244304089909	0.00522557046477	0.000783827335758	0.0606414837051	0.00593854524047	0.0146952223169	0.0437718944234	0.0045188977614	0.165539502922	0.0153948641905	0.20228111531	0.00258382693067
a29	0.320603604295	0.0225858685611	0.0121191584725	0.104155103049	0.002306994589	0.00272565717896	0.000299386279775	0.0260263309723	0.00174384164069	0.00993441821012	0.000364492949786	0.0204939580189	0.0111485513606	0.0112897204258	0.0605774284788	0.00550284320547	0.138035743786	0.0222445525655	0.22579522853	0.00204711035409
a31	0.337784363235	0.0143046446286	0.010042277351	0.0963357562413	0.00250775879342	0.00262478707126	0.000290807840759	0.0264810090737	0.0026401778109	0.020708570294	0.000195392580334	0.00719675888217	0.0153466250815	0.0112561816573	0.0530169606098	0.00479517064983	0.0792310837431	0.0818749791729	0.231492260838	0.00187444046716
a0	0.303997345283	0.00767230349365	0.0101749819368	0.137781501964	0.00450915500725	0.00630255141228	0.000723318578118	0.026048109466	0.00384817193455	0.0304139353746	0.000519822283479	0.00288928783894	0.0103773811649	0.0133544666426	0.0399583791398	0.0132053086057	0.0416823593445	0.111480029474	0.232648725889	0.0024128606879
a39	0.243387540427	0.00760362749599	0.0126013743776	0.179635063222	0.00908591500428	0.014735924619	0.00178432060558	0.0186693989797	0.00672170237196	0.0466830194683	0.00106362575504	0.00141363181903	0.0102676458924	0.019141244712	0.0249078338766	0.0302529703186	0.0389983506339	0.0833794209546	0.244187669031	0.00547971424759
a31	0.27781939394	0.00577248403739	0.00886063794791	0.123673812669	0.0117304497649	0.0147464402914	0.00286795082623	0.0210642401543	0.0134715254097	0.0542167633104	0.000873830628708	0.000864293418759	0.0181417713155	0.0242455589176	0.016571096445	0.0247686647105	0.0311366007802	0.0807132856647	0.26271374547	0.0057474591147
a37	0.252188287772	0.00496934479629	0.00972172598335	0.113615711112	0.014759022029	0.0318760848201	0.00407343802038	0.0196299665398	0.0210448781302	0.0678745964097	0.00097093876871	0.00125205571327	0.0182102194888	0.0251346479127	0.0130951270998	0.0121599573665	0.0236378420915	0.0673892531792	0.293277865423	0.0051190385017
