 	venne	scritto	</S>
a31	0.43643188724	0.464804766864	0.0987633297519
a28	0.393783646197	0.519399180535	0.0868171548309
a8	0.374180103486	0.513760320378	0.112059567027
a31	0.414843768274	0.462789256038	0.122366967437
a20	0.438772783666	0.454606618887	0.106620581274
a31	0.430283440793	0.477023216424	0.0926933330193
a13	0.402951898643	0.429142881127	0.167905225056
a29	0.29313612998	0.427601009374	0.279262860219
a39	0.174728704704	0.368113186351	0.45715810274
a31	0.0902847615935	0.310212036115	0.59950319658
a35	0.080733470761	0.302577377003	0.616689144527
a31	0.0687229759747	0.280451333924	0.650825676176
</S>	0.0493565268937	0.280966940396	0.669676512088
