 	la	casa	la	costruiscono	i	muratori	</S>
a31	0.109905402239	0.255592447591	0.0433415358618	0.438217665018	0.037126925845	0.115076969501	0.000739041280896
a18	0.10732075447	0.255479695148	0.0561051608513	0.423607598723	0.0386737116434	0.111228394408	0.00758466903299
a31	0.14367969478	0.136808921242	0.0876250397191	0.401170535938	0.0627594194562	0.158278530278	0.00967785814665
a20	0.185855617557	0.0605860556153	0.0839228903884	0.389862060459	0.0687946448921	0.195640685866	0.0153380567781
a31	0.213018024349	0.0328129285625	0.0988495070801	0.369762308432	0.0597112785727	0.208460085524	0.0173858822516
a37	0.17474311712	0.0201261795318	0.114628251497	0.359644821809	0.112029463966	0.200341405667	0.0184867663933
a18	0.101845623844	0.018937171386	0.0697612325083	0.447013122403	0.117050935495	0.220233287553	0.0251586290503
a46	0.0495038163331	0.026102688025	0.0552561619028	0.485947870134	0.127925352498	0.230245464093	0.0250186574758
a31	0.0320367742696	0.0268566689423	0.04617520789	0.544711621691	0.124458816759	0.163799766921	0.0619611474813
a46	0.0257670194064	0.0218007604401	0.0839225327944	0.516412263744	0.135639621513	0.135566880941	0.0808909256652
a31	0.0153337819659	0.0151243502316	0.091204315193	0.508097775248	0.140944623824	0.133519950539	0.0957752022245
a46	0.0115353159697	0.0128232970512	0.0939581088258	0.501522011329	0.145438921795	0.13289093466	0.101831399725
a31	0.0106507504167	0.0128819698961	0.0951762919954	0.495880712223	0.144498296985	0.145689083536	0.0952228958503
a46	0.0106480148604	0.0141199332064	0.06871938941	0.508369899761	0.144830818848	0.157522237513	0.0957897108071
a31	0.0300731113782	0.0412634197528	0.0621557217074	0.442421603274	0.151508942483	0.182429589888	0.0901476152337
a18	0.0399204720086	0.0606863801096	0.0594489646259	0.396661092851	0.149177118361	0.196364345623	0.0977416335652
a31	0.052978888143	0.0622532689985	0.0645453197786	0.32235057651	0.160199074387	0.213638851196	0.124034032936
a37	0.0542583138336	0.0712527487873	0.0780180868575	0.267274652823	0.154190961929	0.231040564707	0.143964676669
a13	0.036639969672	0.0853700493029	0.112458078599	0.176100905734	0.175998131376	0.299430980822	0.11400189646
a31	0.0392529733586	0.0844000873496	0.0948976027217	0.164346329985	0.165487427192	0.298595278599	0.153020328993
a20	0.0327145209009	0.075807847714	0.0942007256926	0.154277189088	0.155190934797	0.296177230405	0.191631562771
a31	0.0544147929386	0.0631604630988	0.0985015764429	0.114627128603	0.146184808639	0.311589534664	0.211521691944
a20	0.061986792902	0.0653430739796	0.092854538841	0.0902446125243	0.142337390653	0.317912223284	0.229321375881
a31	0.0669273431685	0.0636063971409	0.0887605692737	0.0742081659781	0.140359614531	0.32651646814	0.239621453787
a20	0.0689862592901	0.0716275127446	0.0807385112294	0.063087614428	0.13995877929	0.317342612759	0.258258712409
</S>	0.0433374440924	0.0999166426243	0.0892188796219	0.057275306727	0.144297939945	0.321674256279	0.244279523665
