 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
a38	0.0439249998676	0.116764407844	0.165663261964	0.0279575053823	0.105219409245	0.169624026039	0.0025005780624	0.00495145373436	0.0180352234196	0.152325409982	0.0153883922542	0.159236676931	0.0184086660186
a31	0.0245794084258	0.0643550005499	0.173800398655	0.0305266994568	0.0665457679394	0.105246734336	0.00492812118174	0.00564492136801	0.0549847167486	0.227459116067	0.0247715106691	0.201886318677	0.0152712967453
a21	0.0260935791423	0.0357074427195	0.220741056721	0.0307668757121	0.0687709342635	0.0587052527755	0.00468579951252	0.00587218012043	0.0597938171122	0.225132325479	0.0239936561412	0.222256472322	0.0174805945784
a24	0.0357584702214	0.0251933222827	0.249688603913	0.0232665438328	0.085812416778	0.101944689065	0.00545933738731	0.011962615385	0.0285460522536	0.203089882081	0.0185427862903	0.186831700801	0.0239035632427
a31	0.0267374032002	0.0167576570393	0.266467781068	0.0205303395215	0.0641442479826	0.111584687324	0.0275171165465	0.0113806038911	0.0217399409505	0.173406669728	0.0315392627093	0.209808471046	0.0183858207099
a17	0.0634191139948	0.0150051703738	0.230651872698	0.025125354457	0.0597829606052	0.124354713215	0.0322020235963	0.0091015543449	0.0209410780209	0.141452354988	0.0451824961405	0.209307823722	0.0234735009211
a31	0.093272404859	0.0168497210496	0.163030691525	0.0283328002544	0.0864318885734	0.169587960954	0.0142017474172	0.0443810882693	0.017105636697	0.107056504093	0.0307263171147	0.203753030323	0.0252702249741
a20	0.108882047517	0.0144484227764	0.119262541209	0.0229868322389	0.0742127940895	0.146225942042	0.00866839030021	0.138894322489	0.0154071691444	0.063126234165	0.0571202772212	0.192751768085	0.0380132660593
a13	0.153416567799	0.00932229390037	0.0516991093646	0.013463273965	0.0347705781785	0.104929627421	0.0106414745413	0.228414571773	0.0160068067891	0.0381968885937	0.11591890262	0.167367889428	0.0558520185302
a17	0.166440080214	0.0288351583437	0.0365674316307	0.0141493166603	0.0260550753348	0.0700730667316	0.0202295964284	0.226658735161	0.0181791339473	0.0206365810999	0.126115679369	0.188232976409	0.0578271693107
a8	0.154839364227	0.0412617792661	0.0468298097721	0.0193597619268	0.0298654902183	0.0608986961415	0.0287110102395	0.160191115696	0.0367437513313	0.0189326828629	0.106128507549	0.214298581635	0.0819394542515
a31	0.111945249421	0.0736613577647	0.0833498367987	0.0358716629608	0.0546714626251	0.0623397971797	0.0259577615215	0.11147038081	0.0381519927453	0.0184473154739	0.068835444155	0.231136113315	0.0841616321145
a39	0.0936314446795	0.106924980566	0.0908278652316	0.0437265297101	0.057180731802	0.0702699735502	0.0166780780429	0.109498732846	0.0280216654758	0.0143286528417	0.0542763253075	0.223527832698	0.0911071794115
a31	0.0823759544887	0.0913969568039	0.0938529281093	0.0458916110958	0.0573461482147	0.0760358090324	0.0141275188156	0.127719426065	0.0264508753577	0.0133846615428	0.0449812335536	0.215356752651	0.111080096003
a37	0.0720467876398	0.0887702397646	0.0884317314848	0.0461488032991	0.0558116861556	0.0825390243201	0.0125019009811	0.144872200054	0.02516210638	0.011852957204	0.0450523582026	0.200997979919	0.125812197524
a8	0.0886572872979	0.0816580740491	0.0533863848348	0.0332806045899	0.0306240863985	0.0794270119282	0.0141360825817	0.146983805801	0.036740604486	0.0113943708363	0.0633577628362	0.175777775353	0.184576131107
a31	0.0811691255295	0.100272964734	0.0644939013143	0.0389022927956	0.0340005664019	0.0517444597706	0.018272626194	0.11531319998	0.0401155015029	0.0155750177402	0.0411325463194	0.181758355771	0.217249426182
a8	0.0745930563966	0.102385447181	0.0594373518025	0.0417031786354	0.0347439992383	0.0471792052651	0.0201718819216	0.104451826901	0.043122040213	0.0174485406026	0.0359645603205	0.18234555971	0.236453350347
a23	0.0671524452921	0.0860204880994	0.040269537916	0.0321608720299	0.0261473806636	0.0453476769476	0.020296858921	0.122879995528	0.0447559496988	0.0157784946285	0.0453108688962	0.171780049903	0.282099393496
a8	0.0557219842414	0.0900362465525	0.0390267957097	0.0317684500324	0.0237139150341	0.0366882400568	0.0216656655706	0.134355917589	0.0359091772251	0.0155755692785	0.0335468115754	0.185064589701	0.296926648032
a20	0.0633314860182	0.0786789624922	0.0322715222587	0.0353202293848	0.0210745521259	0.0361108564679	0.0215077304042	0.140006880255	0.0344538982332	0.0154549782238	0.0373100516438	0.220067162367	0.264411693544
a31	0.0722175580918	0.102759873158	0.0575188692844	0.0309133677749	0.0191871608478	0.0244988074252	0.0156687587708	0.107074999319	0.0273905888603	0.0132778184069	0.0387226721006	0.232700865542	0.258068668248
a28	0.094274525306	0.128380167341	0.0630083353525	0.0292942540592	0.0203822833187	0.0344818506024	0.0111058678784	0.0738372485892	0.0259824256125	0.0127056570989	0.0284805738702	0.208599963734	0.269466859656
a31	0.0949439838507	0.144186086908	0.0450470556512	0.02771713417	0.0206315703017	0.0357936500072	0.0110806241056	0.0611192792701	0.0260222092621	0.0136511543949	0.0348130286994	0.204623222578	0.280371005192
a46	0.0928766542726	0.133578695543	0.0377620734696	0.0266535541487	0.0200716983644	0.0377548747536	0.0107004530951	0.0616267499455	0.0290319932199	0.0141224260671	0.0405821513905	0.177902458126	0.317336221784
a38	0.101570605443	0.120815646218	0.0276754346617	0.0263936045079	0.0199609933553	0.0400115949	0.00792893931402	0.0538099010001	0.0332260334186	0.0137250315814	0.0547357393875	0.155406123175	0.344740352561
