 	dovevo	comprare	il	pane	</S>
a31	0.122336537252	0.101034316676	0.3778579816	0.346728670506	0.0520424940231
a46	0.137777829095	0.123822371562	0.331575328367	0.341951945359	0.064872510962
a31	0.164877660518	0.118472727252	0.311466330039	0.33464413283	0.0705391318481
a18	0.261791124122	0.119662319848	0.246518689583	0.261391656677	0.110636210763
a13	0.412815028825	0.112569175862	0.120345105834	0.184864625459	0.169406064803
a0	0.448547128169	0.106648229499	0.0730530850521	0.146773487869	0.22497806175
a20	0.451508846087	0.11697408868	0.0402352199315	0.093385075243	0.297896765788
a7	0.417198403261	0.125875726131	0.0308157063972	0.0986276495517	0.327482523427
a20	0.324966361783	0.10593599884	0.0396879211791	0.163991541784	0.365418192389
a31	0.262214461645	0.105363394931	0.0611194677357	0.177486201248	0.39381648353
a11	0.245361407829	0.103241826295	0.0671469122012	0.196996118403	0.387253744577
a39	0.166348912398	0.0856540307758	0.0633106574677	0.281889912001	0.402796499792
a31	0.150140507111	0.101616007596	0.0480173869773	0.263570598487	0.436655508931
a13	0.173904606622	0.114061084331	0.0416483757198	0.243011014936	0.427374917604
a17	0.125809833281	0.114557316983	0.0436201293804	0.290879609545	0.425133114495
a31	0.0773755293641	0.107562631785	0.0308002252842	0.292151018658	0.492110613498
a46	0.0785274889902	0.113251058389	0.0344766401457	0.278382649582	0.495362176699
a20	0.0668780175328	0.145554404722	0.0353534585495	0.292477859634	0.459736270433
a31	0.0546781065526	0.117771151717	0.0251176927527	0.284699387835	0.517733660611
</S>	0.0697964111707	0.0741245260984	0.0242656896704	0.266485138243	0.565328219006
