 	il	lenzuolo	vuole	lavato	</S>
a31	0.0570845548838	0.388408195916	0.07710445581	0.461438029004	0.0159647594776
a7	0.11326683496	0.355009516516	0.101803290457	0.414393556293	0.0155268134518
a31	0.187233977554	0.354113435407	0.12047574313	0.326281289598	0.0118955586851
a0	0.192094803802	0.336540158127	0.0848932317313	0.371518501259	0.0149532912532
a17	0.169129774326	0.289445851105	0.0646255534984	0.460900857685	0.0158979389705
a13	0.158175122869	0.286035428704	0.0604768064101	0.475918067682	0.019394546801
a31	0.133885932137	0.311064627035	0.0408247394464	0.431375730881	0.0828489589741
a17	0.114681231002	0.261475994407	0.0565450065385	0.408469462027	0.158828312707
a8	0.104331028434	0.186129119914	0.121394826083	0.394927358956	0.193217671302
a31	0.096084027167	0.199662169853	0.107592774526	0.346613043886	0.250047979643
a24	0.13114538198	0.192663796128	0.0759747602841	0.331828631021	0.268387413177
a46	0.113732501407	0.139007959887	0.130597038064	0.364464136677	0.252198355679
a24	0.100325611022	0.114077902896	0.14631437066	0.36370059391	0.27558151716
a37	0.103840264441	0.0945043413994	0.123288427994	0.339612317525	0.338754645367
a31	0.103229459907	0.0636919150135	0.0931499554416	0.310085183477	0.429843493836
</S>	0.118669250604	0.0540419986772	0.0620741662592	0.291101397718	0.474113192018
