 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.0355200716153	0.164997824418	0.071076874701	0.119550712151	0.341699749896	0.244386589619	0.0227681825139
a24	0.0394459075818	0.208053260453	0.112384253022	0.172632208931	0.230807224183	0.225006855047	0.011670296149
a31	0.0448678709358	0.220699830878	0.140745695016	0.23415158028	0.147117862994	0.206384340978	0.00603280896433
a0	0.0946822001362	0.2045002505	0.108632785513	0.270199414502	0.115028210527	0.199847789409	0.0071093430198
a31	0.208364168595	0.147742817611	0.072284637317	0.221792278101	0.135997539716	0.206315195045	0.00750336187563
a17	0.271371084038	0.096425014026	0.0432662664636	0.156170757004	0.209049079188	0.212107259606	0.0116105181708
a13	0.256999296926	0.0970726579181	0.0407839242512	0.0974664565913	0.248355514873	0.239080973293	0.0202411514235
a31	0.190149204684	0.0958447523708	0.0740712501097	0.0542876256544	0.218227822764	0.323856248831	0.0435630768448
a20	0.140724781153	0.114702384594	0.08280080525	0.0355190620161	0.158683311501	0.38237345121	0.0851961841576
a31	0.0973745672396	0.119573973724	0.0781291821521	0.0286488252742	0.112336059009	0.39995443607	0.163982944689
a23	0.0612163329991	0.0925770993109	0.07207958063	0.02997172775	0.073979364199	0.433367792357	0.23680809539
a8	0.0535094951281	0.0939679497963	0.056639159226	0.0282829081252	0.0480590847059	0.490932097919	0.228609297263
a20	0.0344758969339	0.100670231306	0.0493926370672	0.0231901575164	0.0340973922296	0.549525087773	0.208648595421
a31	0.030186919964	0.119284639553	0.0385944385175	0.0194352398815	0.027094609394	0.485257257018	0.280146893974
</S>	0.029523294342	0.143782933773	0.0353246763898	0.018347805689	0.0242834062402	0.399788085149	0.348949796037
